#{"t_start": 1772927287.401941, "env_id": "None"}
r,l,t
-10.0,1,0.585332
-10.0,1,0.585863
-10.0,1,0.586385
-10.0,1,0.587065
-10.0,1,0.587563
-10.0,1,0.587993
-10.0,1,0.588424
-10.0,1,0.588857
-10.0,1,0.589384
-10.0,1,0.589914
-9.99,2,0.590794
-10.0,1,0.591244
-9.99,2,0.59214
-10.0,1,0.592621
-9.99,2,0.593522
-10.0,1,0.594065
-10.0,1,0.594535
-10.0,1,0.594976
-10.0,1,0.595428
-10.0,1,0.595858
-10.0,1,0.596307
-10.0,1,0.596738
-10.0,1,0.597164
-10.0,1,0.597597
-10.0,1,0.598027
-10.0,1,0.59845
-10.0,1,0.598884
-10.0,1,0.599579
-10.0,1,0.600154
-10.0,1,0.600644
-10.0,1,0.601133
-10.0,1,0.601577
-10.0,1,0.602019
-10.0,1,0.602452
-10.0,1,0.602886
-10.0,1,0.603316
-10.0,1,0.603749
-10.0,1,0.604177
-10.0,1,0.604651
-10.0,1,0.605128
-9.99,2,0.606208
-10.0,1,0.606678
-10.0,1,0.607133
-10.0,1,0.607583
-10.0,1,0.608035
-10.0,1,0.608503
-10.0,1,0.608971
-10.0,1,0.609512
-10.0,1,0.610016
-10.0,1,0.610534
-10.0,1,0.611031
-10.0,1,0.611505
-10.0,1,0.612125
-10.0,1,0.612588
-10.0,1,0.613016
-10.0,1,0.613439
-10.0,1,0.613887
-10.0,1,0.614309
-10.0,1,0.614734
-10.0,1,0.615187
-10.0,1,0.615618
-10.0,1,0.616038
-10.0,1,0.61646
-10.0,1,0.616896
-10.0,1,0.617328
-10.0,1,0.617759
-9.99,2,0.618594
-9.99,2,0.61968
-9.99,2,0.620626
-10.0,1,0.621077
-10.0,1,0.621523
-10.0,1,0.621964
-10.0,1,0.622437
-9.99,2,0.623354
-10.0,1,0.623829
-10.0,1,0.62428
-10.0,1,0.624717
-10.0,1,0.625169
-10.0,1,0.625625
-10.0,1,0.626201
-10.0,1,0.626702
-10.0,1,0.627236
-10.0,1,0.627734
-10.0,1,0.628218
-10.0,1,0.62876
-10.0,1,0.629254
-10.0,1,0.629725
-10.0,1,0.630213
-10.0,1,0.63068
-10.0,1,0.631142
-9.99,2,0.632049
-10.0,1,0.632492
-10.0,1,0.632931
-10.0,1,0.63337
-10.0,1,0.633831
-9.99,2,0.634786
-10.0,1,0.635265
-10.0,1,0.635886
-10.0,1,0.636341
-10.0,1,0.636771
-10.0,1,0.637202
-10.0,1,0.637634
-10.0,1,0.638073
-10.0,1,0.638525
-10.0,1,0.638954
-10.0,1,0.639396
-10.0,1,0.639836
-10.0,1,0.640262
-10.0,1,0.640707
-10.0,1,0.641147
-10.0,1,0.641582
-10.0,1,0.642019
-10.0,1,0.642461
-10.0,1,0.642904
-10.0,1,0.643332
-10.0,1,0.643759
-10.0,1,0.644341
-10.0,1,0.644859
-10.0,1,0.645314
-10.0,1,0.64578
-10.0,1,0.64633
-10.0,1,0.646782
-10.0,1,0.647226
-10.0,1,0.647671
-10.0,1,0.648102
-10.0,1,0.648547
-10.0,1,0.649011
-9.99,2,0.64988
-10.0,1,0.650308
-10.0,1,0.650738
-10.0,1,0.651172
-10.0,1,0.651602
-10.0,1,0.652045
-10.0,1,0.652471
-10.0,1,0.652899
-10.0,1,0.653331
-10.0,1,0.653766
-10.0,1,0.654374
-10.0,1,0.654912
-10.0,1,0.655359
-10.0,1,0.655798
-10.0,1,0.656218
-10.0,1,0.656657
-10.0,1,0.657105
-10.0,1,0.657548
-10.0,1,0.657975
-10.0,1,0.658408
-10.0,1,0.658828
-10.0,1,0.659249
-10.0,1,0.659677
-10.0,1,0.660108
-10.0,1,0.660545
-10.0,1,0.661011
-10.0,1,0.661439
-10.0,1,0.66186
-10.0,1,0.662303
-10.0,1,0.662743
-10.0,1,0.663188
-10.0,1,0.663632
-10.0,1,0.664148
-9.99,2,0.665381
-10.0,1,0.665894
-10.0,1,0.666382
-10.0,1,0.666873
-10.0,1,0.667327
-10.0,1,0.667879
-10.0,1,0.668386
-10.0,1,0.668898
-10.0,1,0.669378
-10.0,1,0.669853
-10.0,1,0.670423
-10.0,1,0.670935
-10.0,1,0.671408
-10.0,1,0.671891
-10.0,1,0.672348
-10.0,1,0.672793
-10.0,1,0.673234
-10.0,1,0.673692
-10.0,1,0.674127
-10.0,1,0.674565
-10.0,1,0.675001
-10.0,1,0.675516
-10.0,1,0.676048
-10.0,1,0.676576
-10.0,1,0.677103
-10.0,1,0.677589
-10.0,1,0.67803
-10.0,1,0.678468
-10.0,1,0.678918
-10.0,1,0.679433
-10.0,1,0.679922
-10.0,1,0.680444
-10.0,1,0.681015
-9.99,2,0.681982
-10.0,1,0.682459
-10.0,1,0.682916
-10.0,1,0.683374
-10.0,1,0.683814
-10.0,1,0.684323
-10.0,1,0.684793
-10.0,1,0.685307
-10.0,1,0.685789
-10.0,1,0.686266
-10.0,1,0.686773
-10.0,1,0.687216
-10.0,1,0.687651
-10.0,1,0.688088
-10.0,1,0.688532
-10.0,1,0.688966
-10.0,1,0.689407
-10.0,1,0.689874
-10.0,1,0.690329
-10.0,1,0.690772
-10.0,1,0.691204
-10.0,1,0.691638
-10.0,1,0.692075
-10.0,1,0.692557
-9.99,2,0.693471
-10.0,1,0.693959
-10.0,1,0.694434
-9.99,2,0.695431
-10.0,1,0.695938
-10.0,1,0.696464
-10.0,1,0.697025
-10.0,1,0.697538
-10.0,1,0.697979
-10.0,1,0.69841
-10.0,1,0.698856
-10.0,1,0.699333
-10.0,1,0.699768
-10.0,1,0.700219
-10.0,1,0.700687
-10.0,1,0.701253
-10.0,1,0.701765
-10.0,1,0.702264
-9.99,2,0.703226
-10.0,1,0.703738
-10.0,1,0.704224
-10.0,1,0.704665
-9.99,2,0.705573
-10.0,1,0.706017
-10.0,1,0.706467
-10.0,1,0.706905
-10.0,1,0.707345
-10.0,1,0.707779
-10.0,1,0.708216
-10.0,1,0.708674
-10.0,1,0.709124
-10.0,1,0.709556
-10.0,1,0.709988
-10.0,1,0.710423
-10.0,1,0.710856
-10.0,1,0.711289
-10.0,1,0.711724
-10.0,1,0.712155
-10.0,1,0.712586
-10.0,1,0.713044
-10.0,1,0.7135
-10.0,1,0.713931
-10.0,1,0.714379
-10.0,1,0.714922
-10.0,1,0.715453
-10.0,1,0.715905
-10.0,1,0.71642
-10.0,1,0.716957
-10.0,1,0.717574
-10.0,1,0.718066
-10.0,1,0.718503
-10.0,1,0.718953
-10.0,1,0.719409
-10.0,1,0.719854
-10.0,1,0.720289
-10.0,1,0.72072
-10.0,1,0.721148
-10.0,1,0.721568
-10.0,1,0.721991
-10.0,1,0.722428
-10.0,1,0.722855
-10.0,1,0.72329
-10.0,1,0.723719
-10.0,1,0.724161
-9.99,2,0.72538
-10.0,1,0.725932
-10.0,1,0.726405
-10.0,1,0.726868
-10.0,1,0.727404
-10.0,1,0.727872
-10.0,1,0.728293
-10.0,1,0.728719
-10.0,1,0.729141
-10.0,1,0.729574
-10.0,1,0.730004
-10.0,1,0.730439
-10.0,1,0.730879
-10.0,1,0.731307
-10.0,1,0.731752
-10.0,1,0.732205
-10.0,1,0.732643
-10.0,1,0.733082
-10.0,1,0.733519
-10.0,1,0.733966
-10.0,1,0.734399
-10.0,1,0.734978
-10.0,1,0.735578
-10.0,1,0.736031
-10.0,1,0.736482
-10.0,1,0.736921
-10.0,1,0.737359
-10.0,1,0.737789
-10.0,1,0.738217
-10.0,1,0.738643
-10.0,1,0.739075
-10.0,1,0.739496
-10.0,1,0.739924
-10.0,1,0.740351
-10.0,1,0.740795
-10.0,1,0.741223
-10.0,1,0.741656
-10.0,1,0.74209
-10.0,1,0.742518
-10.0,1,0.742948
-10.0,1,0.743381
-10.0,1,0.743812
-10.0,1,0.744242
-10.0,1,0.74467
-10.0,1,0.7455
-10.0,1,0.746067
-10.0,1,0.746601
-10.0,1,0.747047
-10.0,1,0.74749
-10.0,1,0.747928
-10.0,1,0.748361
-9.99,2,0.749254
-10.0,1,0.749697
-10.0,1,0.750154
-10.0,1,0.750578
-10.0,1,0.751009
-10.0,1,0.751441
-10.0,1,0.751886
-10.0,1,0.752312
-10.0,1,0.752731
-10.0,1,0.753157
-10.0,1,0.753592
-10.0,1,0.754021
-10.0,1,0.75447
-10.0,1,0.755129
-9.99,2,0.756341
-10.0,1,0.756938
-10.0,1,0.757471
-10.0,1,0.757917
-10.0,1,0.75835
-10.0,1,0.758785
-10.0,1,0.759226
-10.0,1,0.75968
-10.0,1,0.760119
-10.0,1,0.760567
-10.0,1,0.760996
-9.99,2,0.761843
-10.0,1,0.762273
-10.0,1,0.762702
-10.0,1,0.763122
-10.0,1,0.763549
-10.0,1,0.763994
-10.0,1,0.764426
-10.0,1,0.764999
-10.0,1,0.765615
-10.0,1,0.766139
-10.0,1,0.766611
-10.0,1,0.767076
-10.0,1,0.767593
-10.0,1,0.768069
-10.0,1,0.768547
-10.0,1,0.769121
-10.0,1,0.769573
-10.0,1,0.770015
-10.0,1,0.77046
-10.0,1,0.770892
-10.0,1,0.771327
-10.0,1,0.771773
-9.99,2,0.77263
-10.0,1,0.773062
-10.0,1,0.773499
-10.0,1,0.773919
-10.0,1,0.77434
-10.0,1,0.774763
-10.0,1,0.775391
-10.0,1,0.775905
-10.0,1,0.776419
-10.0,1,0.776956
-10.0,1,0.777489
-10.0,1,0.777974
-10.0,1,0.778446
-10.0,1,0.778884
-9.99,2,0.779799
-10.0,1,0.78033
-9.99,2,0.781245
-10.0,1,0.7817
-9.99,2,0.782547
-10.0,1,0.783021
-10.0,1,0.783471
-10.0,1,0.783913
-10.0,1,0.784405
-10.0,1,0.7849
-10.0,1,0.785379
-10.0,1,0.785981
-10.0,1,0.786432
-10.0,1,0.786876
-10.0,1,0.78731
-10.0,1,0.787747
-10.0,1,0.788186
-10.0,1,0.788607
-10.0,1,0.789034
-10.0,1,0.789457
-10.0,1,0.789877
-10.0,1,0.790305
-10.0,1,0.790734
-10.0,1,0.791154
-10.0,1,0.791587
-10.0,1,0.792055
-10.0,1,0.792495
-10.0,1,0.792922
-10.0,1,0.793355
-10.0,1,0.793781
-10.0,1,0.794206
-10.0,1,0.794635
-10.0,1,0.795063
-10.0,1,0.79549
-10.0,1,0.796173
-10.0,1,0.796669
-10.0,1,0.797131
-10.0,1,0.797569
-10.0,1,0.79799
-10.0,1,0.798414
-10.0,1,0.798867
-10.0,1,0.799326
-10.0,1,0.799756
-10.0,1,0.800199
-10.0,1,0.800632
-9.99,2,0.801505
-10.0,1,0.801956
-10.0,1,0.802409
-9.99,2,0.803258
-10.0,1,0.803707
-10.0,1,0.804138
-10.0,1,0.804573
-10.0,1,0.805025
-10.0,1,0.805492
-10.0,1,0.806297
-10.0,1,0.80686
-10.0,1,0.807346
-9.99,2,0.808288
-10.0,1,0.808749
-9.99,2,0.809794
-10.0,1,0.810295
-10.0,1,0.810849
-10.0,1,0.811334
-10.0,1,0.811834
-10.0,1,0.812288
-10.0,1,0.812728
-10.0,1,0.813193
-10.0,1,0.813639
-10.0,1,0.814076
-10.0,1,0.81453
-10.0,1,0.814966
-10.0,1,0.815452
-10.0,1,0.815979
-10.0,1,0.816498
-10.0,1,0.817012
-10.0,1,0.817523
-10.0,1,0.817975
-10.0,1,0.818405
-10.0,1,0.818833
-10.0,1,0.819261
-10.0,1,0.819692
-10.0,1,0.820141
-9.99,2,0.821004
-10.0,1,0.821441
-10.0,1,0.821893
-10.0,1,0.822325
-10.0,1,0.822761
-10.0,1,0.823285
-10.0,1,0.823738
-10.0,1,0.824175
-10.0,1,0.824625
-10.0,1,0.825057
-10.0,1,0.825508
-9.99,2,0.826457
-10.0,1,0.826919
-10.0,1,0.82751
-10.0,1,0.828
-10.0,1,0.828427
-10.0,1,0.828865
-9.99,2,0.829734
-10.0,1,0.830194
-10.0,1,0.830646
-10.0,1,0.831087
-10.0,1,0.831517
-10.0,1,0.831965
-10.0,1,0.832392
-10.0,1,0.832832
-10.0,1,0.833429
-10.0,1,0.834039
-10.0,1,0.834524
-10.0,1,0.834998
-10.0,1,0.83552
-10.0,1,0.835978
-10.0,1,0.83641
-10.0,1,0.83687
-10.0,1,0.837292
-10.0,1,0.837716
-10.0,1,0.838144
-10.0,1,0.838623
-10.0,1,0.839045
-10.0,1,0.839471
-10.0,1,0.83991
-9.99,2,0.840751
-10.0,1,0.841181
-10.0,1,0.84161
-10.0,1,0.842039
-10.0,1,0.842469
-10.0,1,0.842912
-10.0,1,0.843643
-10.0,1,0.844238
-10.0,1,0.844735
-10.0,1,0.845176
-10.0,1,0.845598
-10.0,1,0.846029
-10.0,1,0.846455
-10.0,1,0.846875
-10.0,1,0.847295
-10.0,1,0.847744
-10.0,1,0.848165
-10.0,1,0.848603
-10.0,1,0.849036
-10.0,1,0.849483
-10.0,1,0.849916
-10.0,1,0.850353
-10.0,1,0.8508
-10.0,1,0.85124
-9.99,2,0.852099
-10.0,1,0.852531
-10.0,1,0.85297
-10.0,1,0.853533
-10.0,1,0.853981
-10.0,1,0.854421
-10.0,1,0.854849
-10.0,1,0.855277
-10.0,1,0.855721
-10.0,1,0.856173
-10.0,1,0.856622
-10.0,1,0.85705
-10.0,1,0.857485
-10.0,1,0.857905
-10.0,1,0.858332
-10.0,1,0.85875
-10.0,1,0.859176
-10.0,1,0.859603
-10.0,1,0.86003
-10.0,1,0.860449
-10.0,1,0.860891
-10.0,1,0.861319
-10.0,1,0.861745
-10.0,1,0.862172
-10.0,1,0.862599
-10.0,1,0.863044
-10.0,1,0.863794
-10.0,1,0.8643
-10.0,1,0.864771
-10.0,1,0.865224
-10.0,1,0.865685
-10.0,1,0.866149
-10.0,1,0.866579
-10.0,1,0.867042
-10.0,1,0.86756
-10.0,1,0.868076
-9.99,2,0.8691
-10.0,1,0.869543
-10.0,1,0.869973
-9.99,2,0.870832
-10.0,1,0.87129
-10.0,1,0.871734
-10.0,1,0.872184
-10.0,1,0.87262
-10.0,1,0.873051
-10.0,1,0.873736
-10.0,1,0.874278
-10.0,1,0.874765
-10.0,1,0.875316
-10.0,1,0.875852
-10.0,1,0.876312
-10.0,1,0.876741
-10.0,1,0.877169
-10.0,1,0.877592
-10.0,1,0.878012
-10.0,1,0.878439
-10.0,1,0.878865
-10.0,1,0.879291
-10.0,1,0.879746
-10.0,1,0.880172
-10.0,1,0.880591
-10.0,1,0.881028
-9.99,2,0.881907
-10.0,1,0.88234
-10.0,1,0.882776
-10.0,1,0.883348
-10.0,1,0.884008
-10.0,1,0.88461
-10.0,1,0.885115
-10.0,1,0.885655
-10.0,1,0.886133
-10.0,1,0.886578
-10.0,1,0.887011
-10.0,1,0.887443
-10.0,1,0.887874
-10.0,1,0.888318
-10.0,1,0.888758
-10.0,1,0.889204
-10.0,1,0.889629
-10.0,1,0.890057
-10.0,1,0.890491
-10.0,1,0.890942
-9.99,2,0.891773
-10.0,1,0.892196
-10.0,1,0.892627
-10.0,1,0.893056
-10.0,1,0.893758
-10.0,1,0.894279
-10.0,1,0.894755
-10.0,1,0.895263
-10.0,1,0.895841
-10.0,1,0.896318
-10.0,1,0.896767
-10.0,1,0.897194
-10.0,1,0.897614
-10.0,1,0.898041
-10.0,1,0.898489
-10.0,1,0.898937
-10.0,1,0.899385
-10.0,1,0.899816
-10.0,1,0.900257
-10.0,1,0.900686
-10.0,1,0.901117
-10.0,1,0.901564
-10.0,1,0.901995
-10.0,1,0.90242
-9.98,3,0.903839
-10.0,1,0.904294
-10.0,1,0.904732
-10.0,1,0.905166
-10.0,1,0.905613
-10.0,1,0.906066
-10.0,1,0.906507
-10.0,1,0.90696
-10.0,1,0.907407
-10.0,1,0.907846
-10.0,1,0.908289
-10.0,1,0.908715
-10.0,1,0.909138
-10.0,1,0.909572
-10.0,1,0.909997
-10.0,1,0.910429
-10.0,1,0.910859
-10.0,1,0.91129
-10.0,1,0.911731
-9.99,2,0.912567
-10.0,1,0.912995
-10.0,1,0.913661
-10.0,1,0.914257
-10.0,1,0.914728
-10.0,1,0.915213
-10.0,1,0.915723
-9.99,2,0.916794
-10.0,1,0.917369
-10.0,1,0.917861
-10.0,1,0.91829
-10.0,1,0.918719
-10.0,1,0.919157
-10.0,1,0.919587
-10.0,1,0.920021
-10.0,1,0.92044
-10.0,1,0.920868
-10.0,1,0.921324
-9.99,2,0.922193
-10.0,1,0.92263
-10.0,1,0.923062
-10.0,1,0.923697
-10.0,1,0.924279
-10.0,1,0.924779
-10.0,1,0.925252
-10.0,1,0.925714
-10.0,1,0.926193
-10.0,1,0.926636
-10.0,1,0.92708
-10.0,1,0.927514
-10.0,1,2.402879
-10.0,1,2.403659
-10.0,1,2.404256
-10.0,1,2.404765
-10.0,1,2.405258
-10.0,1,2.405722
-10.0,1,2.406209
-10.0,1,2.406662
-10.0,1,2.407143
-10.0,1,2.407598
-10.0,1,2.408048
-10.0,1,2.408507
-10.0,1,2.408954
-10.0,1,2.409398
-10.0,1,2.40984
-10.0,1,2.410284
-10.0,1,2.410745
-10.0,1,2.41118
-10.0,1,2.411619
-10.0,1,2.412055
-10.0,1,2.412497
-10.0,1,2.412977
-10.0,1,2.413604
-10.0,1,2.414159
-10.0,1,2.4147
-10.0,1,2.415219
-10.0,1,2.415932
-10.0,1,2.416478
-10.0,1,2.416958
-9.99,2,2.417869
-9.99,2,2.418748
-10.0,1,2.419199
-10.0,1,2.419644
-10.0,1,2.420076
-10.0,1,2.420535
-9.99,2,2.421399
-10.0,1,2.421842
-10.0,1,2.422278
-9.99,2,2.423339
-9.99,2,2.424341
-10.0,1,2.424814
-9.99,2,2.425804
-10.0,1,2.426341
-10.0,1,2.42683
-10.0,1,2.427361
-10.0,1,2.427842
-10.0,1,2.428373
-10.0,1,2.428934
-9.99,2,2.429908
-10.0,1,2.430419
-10.0,1,2.430898
-10.0,1,2.431348
-10.0,1,2.431801
-9.99,2,2.432716
-10.0,1,2.433173
-10.0,1,2.433611
-10.0,1,2.434076
-10.0,1,2.434589
-10.0,1,2.435138
-10.0,1,2.435689
-10.0,1,2.436229
-9.99,2,2.437165
-10.0,1,2.437626
-9.99,2,2.438507
-10.0,1,2.438959
-10.0,1,2.439409
-10.0,1,2.439878
-10.0,1,2.440333
-9.99,2,2.441193
-10.0,1,2.441641
-10.0,1,2.442098
-10.0,1,2.44255
-10.0,1,2.442984
-10.0,1,2.443417
-10.0,1,2.443848
-9.99,2,2.44511
-10.0,1,2.445621
-10.0,1,2.446126
-10.0,1,2.446687
-10.0,1,2.447195
-10.0,1,2.44768
-9.99,2,2.448579
-10.0,1,2.449041
-10.0,1,2.449511
-10.0,1,2.449952
-10.0,1,2.450392
-10.0,1,2.450908
-10.0,1,2.451457
-10.0,1,2.451963
-10.0,1,2.452587
-10.0,1,2.453036
-10.0,1,2.453467
-10.0,1,2.453927
-10.0,1,2.454513
-10.0,1,2.455047
-10.0,1,2.45564
-10.0,1,2.456191
-10.0,1,2.456726
-10.0,1,2.457273
-10.0,1,2.457804
-10.0,1,2.458245
-10.0,1,2.458683
-10.0,1,2.459166
-10.0,1,2.459681
-10.0,1,2.460176
-10.0,1,2.460679
-10.0,1,2.461156
-10.0,1,2.461706
-10.0,1,2.462176
-10.0,1,2.462635
-10.0,1,2.463091
-10.0,1,2.463551
-10.0,1,2.464007
-10.0,1,2.464465
-10.0,1,2.464912
-10.0,1,2.465368
-10.0,1,2.465807
-10.0,1,2.466264
-10.0,1,2.466733
-10.0,1,2.467174
-10.0,1,2.467651
-10.0,1,2.468105
-10.0,1,2.468556
-10.0,1,2.469089
-10.0,1,2.469573
-10.0,1,2.470149
-10.0,1,2.470645
-10.0,1,2.471119
-10.0,1,2.471587
-10.0,1,2.472043
-10.0,1,2.472501
-10.0,1,2.472946
-9.99,2,2.473874
-10.0,1,2.474345
-10.0,1,2.474791
-10.0,1,2.475246
-9.99,2,2.476355
-9.99,2,2.477501
-10.0,1,2.477953
-10.0,1,2.478382
-10.0,1,2.478837
-10.0,1,2.479269
-10.0,1,2.479707
-10.0,1,2.48014
-10.0,1,2.480571
-10.0,1,2.480995
-10.0,1,2.481426
-10.0,1,2.481861
-10.0,1,2.482319
-10.0,1,2.482761
-10.0,1,2.483212
-10.0,1,2.483647
-10.0,1,2.484081
-10.0,1,2.484513
-9.99,2,2.485349
-10.0,1,2.485775
-10.0,1,2.486204
-10.0,1,2.486841
-9.99,2,2.48792
-10.0,1,2.488386
-10.0,1,2.488818
-10.0,1,2.489258
-10.0,1,2.489689
-10.0,1,2.490123
-10.0,1,2.490564
-10.0,1,2.491016
-10.0,1,2.49144
-10.0,1,2.491866
-10.0,1,2.492312
-10.0,1,2.492744
-10.0,1,2.493171
-10.0,1,2.493593
-10.0,1,2.494024
-10.0,1,2.494453
-10.0,1,2.494877
-10.0,1,2.495305
-10.0,1,2.495743
-10.0,1,2.496175
-10.0,1,2.49663
-10.0,1,2.497065
-10.0,1,2.497492
-10.0,1,2.497926
-10.0,1,2.49838
-10.0,1,2.498825
-10.0,1,2.499246
-10.0,1,2.499675
-10.0,1,2.500105
-10.0,1,2.500533
-10.0,1,2.500978
-9.99,2,2.501838
-10.0,1,2.502275
-10.0,1,2.502708
-10.0,1,2.50315
-10.0,1,2.503584
-10.0,1,2.504012
-10.0,1,2.504445
-10.0,1,2.504888
-10.0,1,2.505348
-10.0,1,2.505786
-10.0,1,2.506215
-10.0,1,2.507004
-10.0,1,2.507559
-10.0,1,2.508043
-10.0,1,2.508525
-10.0,1,2.509013
-10.0,1,2.509469
-10.0,1,2.509942
-10.0,1,2.510503
-10.0,1,2.510968
-10.0,1,2.511398
-10.0,1,2.511838
-10.0,1,2.512266
