#{"t_start": 1772938840.3158221, "env_id": "None"}
r,l,t
-10.0,1,0.647447
-10.0,1,0.648354
-10.0,1,0.649071
-9.99,2,0.6501
-10.0,1,0.650581
-10.0,1,0.651231
-10.0,1,0.651679
-10.0,1,0.652119
-10.0,1,0.652532
-10.0,1,0.652953
-10.0,1,0.653363
-10.0,1,0.653846
-10.0,1,0.654319
-10.0,1,0.654756
-10.0,1,0.655173
-10.0,1,0.655615
-10.0,1,0.656036
-10.0,1,0.656455
-10.0,1,0.656875
-10.0,1,0.657305
-10.0,1,0.657808
-10.0,1,0.658462
-10.0,1,0.658943
-10.0,1,0.65956
-10.0,1,0.660045
-10.0,1,0.660483
-10.0,1,0.660913
-10.0,1,0.661335
-10.0,1,0.661761
-10.0,1,0.662188
-10.0,1,0.662625
-10.0,1,0.663073
-10.0,1,0.663499
-10.0,1,0.663933
-10.0,1,0.664402
-9.99,2,0.665225
-10.0,1,0.665655
-10.0,1,0.666081
-10.0,1,0.666516
-10.0,1,0.666954
-10.0,1,0.667408
-10.0,1,0.667952
-10.0,1,0.668394
-10.0,1,0.668882
-10.0,1,0.669325
-10.0,1,0.669736
-10.0,1,0.670178
-10.0,1,0.670626
-10.0,1,0.671061
-10.0,1,0.671475
-10.0,1,0.671914
-10.0,1,0.672341
-10.0,1,0.672754
-10.0,1,0.673182
-10.0,1,0.673597
-10.0,1,0.67401
-10.0,1,0.674427
-10.0,1,0.674844
-10.0,1,0.675259
-10.0,1,0.67567
-10.0,1,0.676374
-10.0,1,0.676829
-10.0,1,0.677247
-10.0,1,0.677661
-10.0,1,0.678278
-10.0,1,0.678964
-10.0,1,0.679487
-10.0,1,0.68
-9.99,2,0.680978
-10.0,1,0.681445
-10.0,1,0.681871
-10.0,1,0.682292
-10.0,1,0.682711
-10.0,1,0.683128
-10.0,1,0.683544
-10.0,1,0.683957
-10.0,1,0.684363
-10.0,1,0.684768
-10.0,1,0.685183
-10.0,1,0.685618
-10.0,1,0.686032
-10.0,1,0.686446
-10.0,1,0.686937
-10.0,1,0.687536
-10.0,1,0.687988
-10.0,1,0.688744
-10.0,1,0.689247
-10.0,1,0.689781
-10.0,1,0.69027
-10.0,1,0.690757
-10.0,1,0.691223
-10.0,1,0.691688
-10.0,1,0.69213
-10.0,1,0.692574
-10.0,1,0.693009
-10.0,1,0.693431
-10.0,1,0.693869
-10.0,1,0.694296
-10.0,1,0.694715
-10.0,1,0.695165
-10.0,1,0.695587
-9.99,2,0.696461
-10.0,1,0.696887
-10.0,1,0.697321
-10.0,1,0.697761
-10.0,1,0.698514
-10.0,1,0.699219
-10.0,1,0.699734
-10.0,1,0.700252
-10.0,1,0.700707
-10.0,1,0.701156
-10.0,1,0.701613
-10.0,1,0.702083
-10.0,1,0.702512
-10.0,1,0.703122
-10.0,1,0.703611
-10.0,1,0.704076
-10.0,1,0.704512
-10.0,1,0.704957
-10.0,1,0.705408
-10.0,1,0.705836
-10.0,1,0.706265
-10.0,1,0.70669
-10.0,1,0.707124
-10.0,1,0.707572
-9.99,2,0.708759
-10.0,1,0.709388
-10.0,1,0.710084
-9.99,2,0.711041
-10.0,1,0.711497
-10.0,1,0.712042
-10.0,1,0.712509
-10.0,1,0.712951
-10.0,1,0.713383
-10.0,1,0.713809
-10.0,1,0.714233
-10.0,1,0.714675
-10.0,1,0.715101
-10.0,1,0.71558
-10.0,1,0.71602
-10.0,1,0.716446
-10.0,1,0.716928
-10.0,1,0.717345
-9.99,2,0.718295
-10.0,1,0.718881
-10.0,1,0.719388
-10.0,1,0.719852
-9.99,2,0.720754
-10.0,1,0.721193
-10.0,1,0.721633
-10.0,1,0.722072
-10.0,1,0.722499
-10.0,1,0.722961
-10.0,1,0.723415
-10.0,1,0.723865
-10.0,1,0.724293
-10.0,1,0.724715
-10.0,1,0.72514
-10.0,1,0.725585
-10.0,1,0.726026
-10.0,1,0.726567
-10.0,1,0.727029
-10.0,1,0.727467
-10.0,1,0.727898
-10.0,1,0.728459
-10.0,1,0.728969
-10.0,1,0.72947
-10.0,1,0.729924
-10.0,1,0.730374
-10.0,1,0.73089
-10.0,1,0.731477
-10.0,1,0.731975
-10.0,1,0.732414
-10.0,1,0.732847
-10.0,1,0.733306
-10.0,1,0.734045
-10.0,1,0.734546
-10.0,1,0.735042
-10.0,1,0.735461
-10.0,1,0.735884
-10.0,1,0.736294
-10.0,1,0.736751
-10.0,1,0.737208
-10.0,1,0.737637
-10.0,1,0.738075
-10.0,1,0.738646
-10.0,1,0.739178
-10.0,1,0.73963
-10.0,1,0.740072
-9.99,2,0.740939
-10.0,1,0.741373
-10.0,1,0.741826
-10.0,1,0.742273
-10.0,1,0.742719
-10.0,1,0.743136
-10.0,1,0.743554
-10.0,1,0.74397
-10.0,1,0.744395
-10.0,1,0.744819
-10.0,1,0.745235
-10.0,1,0.745654
-10.0,1,0.746082
-10.0,1,0.746505
-10.0,1,0.746934
-10.0,1,0.747356
-10.0,1,0.747775
-10.0,1,0.748194
-10.0,1,0.748845
-10.0,1,0.749489
-10.0,1,0.750086
-10.0,1,0.750562
-10.0,1,0.751019
-10.0,1,0.751472
-10.0,1,0.751943
-10.0,1,0.752373
-10.0,1,0.752799
-10.0,1,0.753228
-10.0,1,0.753655
-10.0,1,0.754127
-10.0,1,0.754645
-10.0,1,0.755127
-10.0,1,0.755583
-10.0,1,0.756015
-10.0,1,0.756468
-10.0,1,0.75691
-10.0,1,0.757335
-10.0,1,0.757759
-10.0,1,0.758177
-10.0,1,0.758602
-10.0,1,0.759023
-10.0,1,0.759447
-10.0,1,0.759873
-10.0,1,0.760289
-10.0,1,0.760726
-10.0,1,0.761284
-10.0,1,0.761769
-10.0,1,0.762228
-10.0,1,0.762654
-10.0,1,0.763087
-10.0,1,0.763522
-9.99,2,0.764402
-10.0,1,0.764837
-10.0,1,0.765294
-10.0,1,0.765728
-10.0,1,0.766156
-10.0,1,0.766578
-10.0,1,0.766992
-10.0,1,0.767412
-10.0,1,0.76783
-10.0,1,0.768245
-10.0,1,0.768665
-10.0,1,0.769086
-10.0,1,0.769521
-10.0,1,0.76994
-9.99,2,0.770782
-10.0,1,0.771426
-10.0,1,0.771957
-10.0,1,0.77242
-10.0,1,0.772868
-10.0,1,0.773319
-10.0,1,0.773753
-10.0,1,0.774207
-10.0,1,0.774736
-10.0,1,0.775198
-10.0,1,0.775645
-9.99,2,0.776652
-10.0,1,0.777099
-10.0,1,0.777554
-10.0,1,0.778022
-10.0,1,0.778468
-10.0,1,0.778941
-10.0,1,0.779375
-10.0,1,0.779795
-10.0,1,0.780213
-10.0,1,0.780631
-10.0,1,0.781048
-10.0,1,0.781665
-10.0,1,0.782135
-10.0,1,0.782568
-10.0,1,0.782996
-10.0,1,0.783444
-10.0,1,0.783884
-10.0,1,0.78432
-10.0,1,0.784746
-10.0,1,0.785173
-10.0,1,0.785594
-10.0,1,0.786005
-9.99,2,0.786994
-10.0,1,0.787479
-10.0,1,0.787932
-10.0,1,0.788365
-10.0,1,0.788782
-10.0,1,0.78921
-10.0,1,0.789633
-10.0,1,0.790046
-10.0,1,0.79049
-10.0,1,0.790908
-10.0,1,0.791423
-10.0,1,0.791898
-10.0,1,0.792366
-10.0,1,0.792797
-9.99,2,0.793664
-10.0,1,0.794099
-9.99,2,0.795094
-10.0,1,0.795606
-9.99,2,0.796454
-10.0,1,0.796913
-10.0,1,0.797337
-10.0,1,0.797763
-10.0,1,0.798177
-10.0,1,0.798615
-10.0,1,0.799053
-10.0,1,0.799478
-10.0,1,0.799888
-10.0,1,0.800329
-10.0,1,0.800755
-10.0,1,0.801282
-10.0,1,0.8018
-10.0,1,0.802236
-10.0,1,0.802659
-10.0,1,0.803086
-10.0,1,0.803498
-10.0,1,0.803925
-10.0,1,0.804441
-10.0,1,0.804908
-10.0,1,0.805331
-10.0,1,0.805797
-10.0,1,0.806223
-10.0,1,0.806643
-10.0,1,0.807075
-10.0,1,0.807488
-10.0,1,0.807898
-10.0,1,0.808328
-10.0,1,0.808769
-10.0,1,0.809219
-10.0,1,0.809854
-10.0,1,0.810472
-10.0,1,0.810962
-10.0,1,0.811509
-10.0,1,0.812043
-10.0,1,0.812559
-10.0,1,0.81303
-10.0,1,0.813472
-10.0,1,0.81389
-10.0,1,0.814313
-10.0,1,0.814735
-9.99,2,0.815603
-10.0,1,0.816038
-10.0,1,0.81653
-9.99,2,0.817371
-10.0,1,0.817806
-10.0,1,0.818227
-10.0,1,0.818652
-10.0,1,0.819071
-10.0,1,0.819507
-10.0,1,0.820014
-10.0,1,0.82059
-10.0,1,0.821054
-9.99,2,0.82192
-10.0,1,0.822354
-9.99,2,0.823196
-10.0,1,0.823632
-10.0,1,0.824214
-10.0,1,0.824704
-10.0,1,0.825223
-10.0,1,0.825677
-10.0,1,0.826127
-10.0,1,0.826592
-10.0,1,0.82704
-10.0,1,0.827529
-10.0,1,0.828123
-10.0,1,0.82857
-10.0,1,0.829038
-10.0,1,0.82947
-10.0,1,0.829891
-10.0,1,0.830316
-10.0,1,0.830735
-10.0,1,0.831152
-10.0,1,0.831569
-10.0,1,0.83199
-10.0,1,0.832418
-10.0,1,0.832834
-10.0,1,0.83328
-9.99,2,0.834245
-10.0,1,0.834733
-10.0,1,0.835156
-10.0,1,0.835575
-10.0,1,0.835999
-10.0,1,0.836419
-10.0,1,0.83683
-10.0,1,0.837247
-10.0,1,0.837682
-10.0,1,0.838091
-10.0,1,0.838506
-9.99,2,0.839338
-10.0,1,0.839755
-10.0,1,0.840174
-10.0,1,0.840621
-10.0,1,0.841045
-10.0,1,0.841465
-9.99,2,0.84235
-10.0,1,0.842771
-10.0,1,0.843188
-10.0,1,0.843605
-10.0,1,0.844236
-10.0,1,0.84474
-10.0,1,0.845193
-10.0,1,0.845641
-10.0,1,0.846171
-10.0,1,0.846695
-10.0,1,0.847218
-10.0,1,0.847686
-10.0,1,0.848121
-10.0,1,0.848598
-10.0,1,0.849045
-10.0,1,0.849471
-10.0,1,0.849889
-10.0,1,0.850308
-10.0,1,0.850725
-10.0,1,0.851166
-10.0,1,0.851586
-10.0,1,0.852004
-10.0,1,0.852424
-9.99,2,0.853298
-10.0,1,0.853734
-10.0,1,0.854182
-10.0,1,0.854623
-10.0,1,0.855036
-10.0,1,0.85549
-10.0,1,0.855918
-10.0,1,0.856343
-10.0,1,0.856759
-10.0,1,0.857179
-10.0,1,0.857605
-10.0,1,0.858022
-10.0,1,0.858441
-10.0,1,0.858862
-10.0,1,0.859284
-10.0,1,0.859716
-10.0,1,0.860133
-10.0,1,0.860548
-10.0,1,0.860961
-10.0,1,0.861377
-10.0,1,0.861804
-10.0,1,0.862226
-10.0,1,0.862651
-10.0,1,0.86307
-9.99,2,0.86393
-10.0,1,0.864352
-10.0,1,0.864768
-10.0,1,0.865188
-10.0,1,0.865603
-10.0,1,0.866017
-10.0,1,0.866431
-10.0,1,0.866847
-10.0,1,0.867268
-10.0,1,0.867675
-10.0,1,0.868107
-10.0,1,0.868521
-10.0,1,0.868935
-10.0,1,0.869349
-10.0,1,0.869765
-10.0,1,0.870198
-10.0,1,0.870607
-10.0,1,0.871043
-10.0,1,0.871455
-10.0,1,0.871868
-10.0,1,0.872297
-10.0,1,0.872713
-10.0,1,0.873134
-10.0,1,0.873657
-10.0,1,0.874138
-10.0,1,0.874575
-10.0,1,0.87503
-10.0,1,0.875463
-10.0,1,0.87589
-10.0,1,0.87632
-10.0,1,0.876763
-10.0,1,0.877188
-10.0,1,0.877628
-10.0,1,0.878065
-10.0,1,0.878495
-10.0,1,0.878943
-9.99,2,0.879809
-10.0,1,0.880246
-10.0,1,0.880675
-9.99,2,0.881531
-10.0,1,0.881972
-10.0,1,0.882402
-10.0,1,0.882823
-10.0,1,0.883271
-10.0,1,0.883712
-10.0,1,0.884147
-10.0,1,0.884567
-10.0,1,0.884995
-10.0,1,0.885431
-10.0,1,0.885855
-10.0,1,0.886281
-10.0,1,0.886713
-10.0,1,0.887154
-10.0,1,0.887595
-10.0,1,0.88802
-10.0,1,0.888439
-10.0,1,0.888858
-10.0,1,0.889279
-10.0,1,0.889717
-10.0,1,0.890146
-10.0,1,0.890576
-10.0,1,0.890998
-9.99,2,0.89186
-10.0,1,0.892284
-10.0,1,0.892705
-10.0,1,0.893126
-10.0,1,0.893547
-10.0,1,0.893985
-10.0,1,0.894408
-10.0,1,0.894832
-10.0,1,0.89526
-10.0,1,0.895681
-10.0,1,0.896105
-10.0,1,0.896526
-10.0,1,0.896945
-10.0,1,0.897362
-10.0,1,0.897779
-10.0,1,0.898224
-10.0,1,0.898644
-10.0,1,0.899068
-10.0,1,0.899488
-10.0,1,0.899919
-9.99,2,0.900772
-10.0,1,0.901194
-10.0,1,0.901617
-10.0,1,0.902036
-10.0,1,0.902478
-10.0,1,0.902898
-10.0,1,0.90332
-10.0,1,0.903755
-10.0,1,0.904193
-10.0,1,0.90461
-10.0,1,0.905028
-10.0,1,0.905444
-10.0,1,0.90586
-10.0,1,0.906278
-10.0,1,0.906713
-10.0,1,0.907149
-10.0,1,0.907567
-10.0,1,0.907987
-10.0,1,0.908436
-10.0,1,0.908871
-10.0,1,0.909292
-10.0,1,0.909708
-10.0,1,0.910126
-10.0,1,0.910542
-9.98,3,0.911803
-10.0,1,0.912237
-10.0,1,0.912668
-10.0,1,0.91309
-10.0,1,0.913509
-10.0,1,0.913926
-10.0,1,0.914344
-10.0,1,0.914761
-10.0,1,0.915205
-10.0,1,0.915618
-10.0,1,0.916038
-10.0,1,0.916458
-10.0,1,0.916884
-10.0,1,0.917321
-10.0,1,0.917738
-10.0,1,0.918154
-10.0,1,0.918571
-10.0,1,0.91899
-10.0,1,0.919423
-9.99,2,0.920254
-10.0,1,0.920683
-10.0,1,0.921112
-10.0,1,0.921532
-10.0,1,0.921949
-10.0,1,0.922365
-10.0,1,0.922784
-9.99,2,0.92362
-10.0,1,0.924053
-10.0,1,0.924474
-10.0,1,0.924894
-10.0,1,0.925327
-10.0,1,0.925756
-10.0,1,0.926174
-10.0,1,0.92659
-10.0,1,0.926998
-10.0,1,0.927415
-10.0,1,0.927845
-9.99,2,0.92866
-10.0,1,0.929099
-10.0,1,0.929524
-10.0,1,0.929947
-10.0,1,0.930367
-10.0,1,0.930783
-10.0,1,0.931211
-10.0,1,0.931634
-10.0,1,0.932076
-10.0,1,0.932501
-10.0,1,0.93292
-10.0,1,0.933355
-10.0,1,1.117246
-10.0,1,1.117855
-10.0,1,1.118339
-10.0,1,1.118784
-10.0,1,1.119228
-10.0,1,1.119661
-10.0,1,1.120123
-10.0,1,1.120555
-10.0,1,1.120987
-10.0,1,1.121414
-10.0,1,1.12183
-10.0,1,1.122254
-10.0,1,1.122681
-10.0,1,1.123098
-10.0,1,1.123521
-10.0,1,1.12395
-10.0,1,1.124394
-10.0,1,1.12482
-10.0,1,1.12526
-10.0,1,1.125685
-10.0,1,1.126099
-10.0,1,1.126519
-10.0,1,1.127197
-10.0,1,1.127748
-10.0,1,1.128242
-10.0,1,1.128714
-10.0,1,1.129189
-10.0,1,1.129623
-10.0,1,1.130061
-9.99,2,1.130934
-9.99,2,1.131783
-10.0,1,1.132224
-10.0,1,1.132655
-10.0,1,1.133079
-10.0,1,1.133512
-9.99,2,1.134344
-10.0,1,1.134769
-10.0,1,1.135195
-9.99,2,1.136021
-9.99,2,1.136843
-10.0,1,1.137268
-9.99,2,1.138117
-10.0,1,1.138542
-10.0,1,1.138963
-10.0,1,1.139381
-10.0,1,1.139798
-10.0,1,1.140218
-10.0,1,1.140652
-9.99,2,1.141509
-10.0,1,1.141977
-10.0,1,1.1424
-10.0,1,1.142818
-10.0,1,1.143238
-9.99,2,1.144062
-10.0,1,1.144481
-10.0,1,1.144901
-10.0,1,1.145323
-10.0,1,1.145753
-10.0,1,1.146192
-10.0,1,1.146615
-10.0,1,1.147029
-9.99,2,1.147858
-10.0,1,1.148278
-9.99,2,1.149101
-10.0,1,1.149523
-10.0,1,1.149948
-10.0,1,1.150387
-10.0,1,1.150814
-9.99,2,1.15163
-10.0,1,1.152053
-10.0,1,1.152471
-10.0,1,1.152889
-10.0,1,1.153306
-10.0,1,1.153741
-10.0,1,1.154162
-9.99,2,1.154997
-10.0,1,1.155416
-10.0,1,1.155832
-10.0,1,1.15625
-10.0,1,1.156667
-10.0,1,1.157102
-9.99,2,1.157917
-10.0,1,1.158355
-10.0,1,1.158805
-10.0,1,1.159226
-10.0,1,1.159664
-10.0,1,1.160094
-10.0,1,1.160514
-10.0,1,1.16093
-10.0,1,1.161348
-10.0,1,1.161771
-10.0,1,1.162188
-10.0,1,1.16279
-10.0,1,1.163347
-10.0,1,1.163848
-10.0,1,1.164309
-10.0,1,1.164752
-10.0,1,1.165196
-10.0,1,1.165638
-10.0,1,1.166074
-10.0,1,1.166503
-10.0,1,1.166931
-10.0,1,1.167358
-10.0,1,1.16781
-10.0,1,1.168235
-10.0,1,1.168655
-10.0,1,1.16908
-10.0,1,1.169502
-10.0,1,1.169937
-10.0,1,1.170369
-10.0,1,1.1708
-10.0,1,1.171227
-10.0,1,1.171647
-10.0,1,1.172094
-10.0,1,1.172519
-10.0,1,1.172941
-10.0,1,1.173361
-10.0,1,1.173786
-10.0,1,1.174273
-10.0,1,1.174724
-10.0,1,1.175188
-10.0,1,1.175632
-10.0,1,1.176051
-10.0,1,1.17649
-10.0,1,1.176926
-10.0,1,1.177347
-10.0,1,1.177766
-10.0,1,1.178185
-10.0,1,1.178609
-10.0,1,1.179037
-10.0,1,1.179478
-10.0,1,1.179897
-9.99,2,1.180778
-10.0,1,1.181215
-10.0,1,1.181639
-10.0,1,1.182201
-9.99,2,1.183249
-9.99,2,1.18419
-10.0,1,1.184643
-10.0,1,1.18508
-10.0,1,1.185541
-10.0,1,1.185972
-10.0,1,1.186402
-10.0,1,1.186833
-10.0,1,1.187276
-10.0,1,1.187762
-10.0,1,1.188225
-10.0,1,1.188671
-10.0,1,1.189167
-10.0,1,1.189625
-10.0,1,1.190064
-10.0,1,1.190647
-10.0,1,1.191123
-10.0,1,1.191546
-9.99,2,1.192389
-10.0,1,1.192819
-10.0,1,1.193247
-10.0,1,1.19367
-9.99,2,1.194537
-10.0,1,1.194967
-10.0,1,1.19539
-10.0,1,1.195806
-10.0,1,1.196225
-10.0,1,1.196643
-10.0,1,1.197074
-10.0,1,1.197677
-10.0,1,1.198273
-10.0,1,1.198734
-10.0,1,1.199214
-10.0,1,1.199658
-10.0,1,1.200099
-10.0,1,1.200529
-10.0,1,1.20096
-10.0,1,1.201374
-10.0,1,1.201801
-10.0,1,1.202215
-10.0,1,1.20264
-10.0,1,1.203064
-10.0,1,1.203533
-10.0,1,1.203951
-10.0,1,1.204396
-10.0,1,1.204816
-10.0,1,1.205234
-10.0,1,1.205651
-10.0,1,1.206071
-10.0,1,1.206492
-10.0,1,1.206907
-10.0,1,1.207366
-10.0,1,1.207857
-9.99,2,1.208772
-10.0,1,1.209214
-10.0,1,1.209655
-10.0,1,1.210098
-10.0,1,1.210539
-10.0,1,1.210963
-10.0,1,1.211382
-10.0,1,1.211819
-10.0,1,1.212265
-10.0,1,1.212701
-10.0,1,1.213126
-10.0,1,1.21355
-10.0,1,1.213967
-10.0,1,1.214385
-10.0,1,1.214804
-10.0,1,1.21522
-10.0,1,1.21571
-10.0,1,1.216156
-10.0,1,1.21664
-10.0,1,1.217074
-10.0,1,1.217558
-10.0,1,1.218012
-10.0,1,1.218448
