#{"t_start": 1772926138.488545, "env_id": "None"}
r,l,t
-10.0,1,0.938787
-10.0,1,0.939219
-10.0,1,0.939654
-10.0,1,0.940091
-10.0,1,0.940526
-10.0,1,0.940961
-10.0,1,0.941389
-10.0,1,0.941839
-10.0,1,0.94253
-10.0,1,0.943062
-10.0,1,0.943549
-10.0,1,0.944014
-10.0,1,0.944584
-10.0,1,0.945094
-10.0,1,0.945577
-10.0,1,0.946028
-10.0,1,0.946483
-10.0,1,0.946966
-10.0,1,0.947409
-10.0,1,0.947857
-10.0,1,0.948311
-10.0,1,0.948779
-10.0,1,0.949316
-10.0,1,0.94981
-10.0,1,0.95031
-10.0,1,0.950785
-10.0,1,0.951226
-10.0,1,0.951699
-10.0,1,0.952167
-10.0,1,0.952615
-9.99,2,0.953522
-9.99,2,0.954397
-10.0,1,0.954849
-9.99,2,0.955705
-10.0,1,0.956168
-10.0,1,0.956608
-10.0,1,0.957042
-10.0,1,0.957484
-10.0,1,0.957923
-10.0,1,0.958394
-10.0,1,0.959021
-10.0,1,0.959471
-10.0,1,0.959914
-9.99,2,0.960802
-10.0,1,0.961259
-10.0,1,0.961698
-10.0,1,0.962152
-10.0,1,0.962591
-10.0,1,0.963024
-10.0,1,0.963458
-10.0,1,0.963894
-10.0,1,0.964332
-10.0,1,0.964763
-10.0,1,0.965223
-10.0,1,0.965664
-10.0,1,0.966108
-10.0,1,0.966546
-9.99,2,0.967439
-10.0,1,0.967876
-10.0,1,0.968317
-9.99,2,0.969655
-10.0,1,0.970206
-10.0,1,0.970703
-10.0,1,0.971178
-10.0,1,0.971669
-9.99,2,0.972553
-10.0,1,0.972997
-10.0,1,0.973441
-10.0,1,0.973882
-9.99,2,0.974766
-9.98,3,0.976098
-10.0,1,0.976733
-10.0,1,0.977191
-10.0,1,0.97767
-9.99,2,0.978608
-10.0,1,0.97931
-9.99,2,0.980404
-10.0,1,0.980853
-10.0,1,0.981292
-9.99,2,0.98214
-10.0,1,0.982581
-10.0,1,0.983024
-10.0,1,0.983477
-10.0,1,0.983931
-10.0,1,0.984401
-9.99,2,0.98527
-10.0,1,0.985709
-9.99,2,0.986558
-10.0,1,0.987006
-9.99,2,0.987864
-10.0,1,0.988306
-9.98,3,0.989939
-10.0,1,0.990416
-10.0,1,0.990877
-10.0,1,0.991329
-10.0,1,0.991776
-9.99,2,0.992661
-10.0,1,0.993101
-10.0,1,0.993586
-10.0,1,0.994179
-10.0,1,0.994661
-10.0,1,0.995129
-10.0,1,0.995583
-10.0,1,0.996056
-10.0,1,0.996542
-10.0,1,0.997052
-10.0,1,0.99754
-10.0,1,0.998031
-10.0,1,0.998674
-10.0,1,0.999216
-10.0,1,0.999686
-10.0,1,1.00012
-10.0,1,1.000547
-10.0,1,1.000984
-10.0,1,1.001409
-9.99,2,1.002271
-10.0,1,1.002701
-9.99,2,1.003575
-10.0,1,1.004019
-9.99,2,1.004867
-10.0,1,1.005295
-10.0,1,1.005729
-10.0,1,1.006161
-10.0,1,1.006594
-10.0,1,1.007028
-10.0,1,1.007483
-10.0,1,1.007917
-10.0,1,1.008355
-10.0,1,1.008787
-10.0,1,1.009517
-10.0,1,1.010041
-10.0,1,1.010491
-10.0,1,1.010951
-10.0,1,1.011398
-10.0,1,1.011835
-10.0,1,1.012304
-10.0,1,1.012751
-10.0,1,1.013242
-10.0,1,1.013835
-10.0,1,1.014368
-10.0,1,1.014928
-10.0,1,1.015444
-10.0,1,1.015947
-10.0,1,1.016408
-10.0,1,1.016862
-9.99,2,1.017805
-10.0,1,1.018292
-10.0,1,1.018802
-10.0,1,1.019334
-10.0,1,1.019873
-10.0,1,1.020386
-10.0,1,1.020842
-10.0,1,1.021285
-10.0,1,1.021782
-10.0,1,1.022282
-10.0,1,1.022758
-10.0,1,1.023354
-10.0,1,1.023811
-10.0,1,1.024242
-10.0,1,1.024686
-10.0,1,1.025124
-10.0,1,1.025551
-10.0,1,1.025974
-10.0,1,1.026406
-10.0,1,1.026854
-10.0,1,1.027289
-10.0,1,1.027716
-10.0,1,1.028165
-10.0,1,1.028595
-10.0,1,1.029026
-10.0,1,1.029465
-9.99,2,1.030328
-9.99,2,1.031187
-9.99,2,1.032306
-10.0,1,1.032821
-10.0,1,1.033337
-10.0,1,1.033842
-10.0,1,1.034374
-9.99,2,1.035261
-10.0,1,1.035709
-10.0,1,1.036161
-10.0,1,1.036615
-10.0,1,1.037067
-10.0,1,1.037495
-10.0,1,1.037937
-10.0,1,1.038392
-10.0,1,1.038824
-10.0,1,1.039257
-10.0,1,1.039695
-10.0,1,1.040134
-10.0,1,1.040582
-10.0,1,1.041019
-10.0,1,1.041457
-10.0,1,1.042205
-10.0,1,1.04274
-9.99,2,1.043652
-10.0,1,1.044107
-10.0,1,1.044549
-10.0,1,1.045016
-10.0,1,1.045503
-9.99,2,1.046387
-10.0,1,1.046886
-10.0,1,1.047354
-10.0,1,1.047836
-10.0,1,1.04839
-10.0,1,1.048832
-10.0,1,1.049265
-10.0,1,1.049691
-10.0,1,1.050149
-10.0,1,1.050575
-10.0,1,1.051011
-10.0,1,1.051444
-10.0,1,1.052045
-10.0,1,1.052565
-10.0,1,1.053029
-10.0,1,1.053477
-10.0,1,1.053938
-10.0,1,1.054372
-10.0,1,1.054894
-10.0,1,1.055375
-10.0,1,1.055853
-10.0,1,1.056347
-10.0,1,1.056813
-10.0,1,1.057407
-10.0,1,1.057911
-10.0,1,1.058421
-10.0,1,1.058904
-10.0,1,1.059443
-10.0,1,1.060024
-10.0,1,1.060549
-10.0,1,1.06103
-10.0,1,1.061465
-9.99,2,1.062359
-10.0,1,1.062811
-10.0,1,1.063279
-10.0,1,1.063724
-10.0,1,1.064164
-10.0,1,1.064629
-10.0,1,1.065068
-10.0,1,1.065513
-10.0,1,1.065951
-10.0,1,1.066402
-10.0,1,1.066879
-10.0,1,1.067346
-10.0,1,1.067822
-10.0,1,1.068297
-10.0,1,1.068737
-10.0,1,1.069189
-10.0,1,1.069638
-10.0,1,1.070076
-10.0,1,1.070521
-10.0,1,1.070957
-10.0,1,1.071389
-10.0,1,1.071827
-10.0,1,1.072261
-10.0,1,1.072705
-10.0,1,1.073145
-10.0,1,1.073601
-10.0,1,1.074035
-10.0,1,1.074508
-10.0,1,1.075031
-10.0,1,1.075506
-10.0,1,1.076055
-10.0,1,1.076615
-10.0,1,1.077123
-9.99,2,1.078051
-10.0,1,1.078619
-10.0,1,1.079162
-10.0,1,1.079708
-10.0,1,1.080316
-10.0,1,1.080764
-10.0,1,1.0812
-10.0,1,1.081627
-10.0,1,1.08206
-10.0,1,1.082503
-10.0,1,1.082938
-10.0,1,1.08339
-10.0,1,1.083858
-10.0,1,1.0843
-10.0,1,1.084734
-10.0,1,1.085165
-10.0,1,1.0856
-10.0,1,1.086033
-10.0,1,1.086468
-10.0,1,1.087138
-10.0,1,1.087694
-10.0,1,1.08823
-10.0,1,1.088747
-10.0,1,1.089246
-10.0,1,1.089742
-10.0,1,1.090227
-10.0,1,1.090731
-10.0,1,1.091187
-10.0,1,1.091641
-10.0,1,1.092084
-10.0,1,1.092543
-10.0,1,1.093006
-10.0,1,1.093452
-9.99,2,1.094343
-10.0,1,1.094794
-10.0,1,1.095235
-10.0,1,1.095675
-10.0,1,1.096116
-10.0,1,1.096566
-10.0,1,1.097039
-10.0,1,1.097494
-10.0,1,1.097932
-10.0,1,1.098412
-10.0,1,1.09893
-10.0,1,1.099444
-10.0,1,1.099968
-10.0,1,1.100602
-10.0,1,1.101065
-10.0,1,1.101497
-10.0,1,1.101958
-10.0,1,1.102407
-10.0,1,1.102843
-10.0,1,1.10327
-10.0,1,1.103703
-10.0,1,1.104139
-10.0,1,1.104573
-10.0,1,1.105003
-9.99,2,1.105852
-10.0,1,1.106282
-10.0,1,1.106731
-9.99,2,1.10757
-10.0,1,1.108009
-10.0,1,1.108441
-10.0,1,1.108881
-10.0,1,1.109329
-10.0,1,1.10976
-10.0,1,1.110194
-10.0,1,1.110844
-10.0,1,1.111327
-10.0,1,1.111764
-10.0,1,1.112216
-10.0,1,1.112658
-10.0,1,1.113129
-10.0,1,1.113598
-10.0,1,1.114068
-9.99,2,1.115058
-10.0,1,1.115501
-10.0,1,1.115948
-10.0,1,1.116387
-9.99,2,1.117246
-10.0,1,1.117694
-10.0,1,1.118134
-10.0,1,1.118574
-10.0,1,1.119
-10.0,1,1.119434
-10.0,1,1.119871
-10.0,1,1.12031
-10.0,1,1.121044
-10.0,1,1.121572
-10.0,1,1.122169
-10.0,1,1.122696
-10.0,1,1.123224
-10.0,1,1.123723
-10.0,1,1.124157
-10.0,1,1.124582
-10.0,1,1.125011
-10.0,1,1.125456
-10.0,1,1.125897
-10.0,1,1.126348
-10.0,1,1.126806
-10.0,1,1.127235
-10.0,1,1.127674
-10.0,1,1.128117
-10.0,1,1.12855
-10.0,1,1.128981
-10.0,1,1.129417
-10.0,1,1.129871
-10.0,1,1.130303
-10.0,1,1.130966
-10.0,1,1.131463
-10.0,1,1.131934
-10.0,1,1.132394
-10.0,1,1.132849
-10.0,1,1.133295
-10.0,1,1.133845
-10.0,1,1.13439
-10.0,1,1.13501
-10.0,1,1.1355
-10.0,1,1.135988
-10.0,1,1.13648
-10.0,1,1.136969
-9.99,2,1.13789
-10.0,1,1.138381
-10.0,1,1.138857
-10.0,1,1.139391
-10.0,1,1.139947
-10.0,1,1.140486
-10.0,1,1.140963
-10.0,1,1.141443
-10.0,1,1.142051
-10.0,1,1.142495
-10.0,1,1.142923
-10.0,1,1.143349
-10.0,1,1.14378
-10.0,1,1.144213
-10.0,1,1.144654
-10.0,1,1.145095
-10.0,1,1.145531
-10.0,1,1.145954
-10.0,1,1.146377
-10.0,1,1.146803
-10.0,1,1.147236
-10.0,1,1.147668
-10.0,1,1.148107
-10.0,1,1.14854
-10.0,1,1.148986
-10.0,1,1.149417
-10.0,1,1.149848
-10.0,1,1.150282
-10.0,1,1.150719
-10.0,1,1.151153
-10.0,1,1.151682
-10.0,1,1.152366
-10.0,1,1.152881
-10.0,1,1.153336
-10.0,1,1.153836
-10.0,1,1.154295
-10.0,1,1.154757
-10.0,1,1.155287
-10.0,1,1.155791
-10.0,1,1.15628
-10.0,1,1.156813
-10.0,1,1.15725
-10.0,1,1.157689
-10.0,1,1.158122
-10.0,1,1.158566
-10.0,1,1.159008
-10.0,1,1.159445
-10.0,1,1.159893
-10.0,1,1.160323
-10.0,1,1.160767
-10.0,1,1.161189
-9.99,2,1.162327
-10.0,1,1.162844
-10.0,1,1.163406
-10.0,1,1.163894
-10.0,1,1.164378
-10.0,1,1.164898
-10.0,1,1.165374
-10.0,1,1.165927
-10.0,1,1.166417
-10.0,1,1.166891
-10.0,1,1.167367
-10.0,1,1.167835
-10.0,1,1.168309
-10.0,1,1.168789
-9.99,2,1.16967
-10.0,1,1.17013
-10.0,1,1.170582
-10.0,1,1.171021
-10.0,1,1.17146
-10.0,1,1.171951
-10.0,1,1.172421
-10.0,1,1.172915
-10.0,1,1.173369
-10.0,1,1.17381
-10.0,1,1.174313
-9.99,2,1.17524
-10.0,1,1.175713
-10.0,1,1.176175
-10.0,1,1.176631
-10.0,1,1.177068
-10.0,1,1.177532
-10.0,1,1.177983
-10.0,1,1.178455
-10.0,1,1.178974
-10.0,1,1.179507
-10.0,1,1.180036
-10.0,1,1.180544
-10.0,1,1.180992
-10.0,1,1.181434
-10.0,1,1.181874
-10.0,1,1.182328
-10.0,1,1.182771
-10.0,1,1.183207
-10.0,1,1.183645
-10.0,1,1.18415
-10.0,1,1.18463
-10.0,1,1.185108
-9.99,2,1.186013
-10.0,1,1.186477
-10.0,1,1.186962
-10.0,1,1.187406
-10.0,1,1.18785
-10.0,1,1.18832
-10.0,1,1.188779
-10.0,1,1.18924
-10.0,1,1.18971
-10.0,1,1.190155
-10.0,1,1.190589
-10.0,1,1.191023
-10.0,1,1.191478
-10.0,1,1.191958
-9.99,2,1.193
-10.0,1,1.19348
-9.99,2,1.194377
-10.0,1,1.194846
-9.99,2,1.195725
-10.0,1,1.196203
-10.0,1,1.196716
-10.0,1,1.197194
-10.0,1,1.19765
-10.0,1,1.198117
-10.0,1,1.198585
-10.0,1,1.199062
-10.0,1,1.199561
-10.0,1,1.200189
-10.0,1,1.200644
-10.0,1,1.201105
-10.0,1,1.201546
-10.0,1,1.202001
-10.0,1,1.202442
-10.0,1,1.202883
-10.0,1,1.203322
-10.0,1,1.203772
-10.0,1,1.204227
-10.0,1,1.204657
-10.0,1,1.205094
-10.0,1,1.205541
-10.0,1,1.205974
-10.0,1,1.206403
-10.0,1,1.207032
-10.0,1,1.207509
-10.0,1,1.207998
-10.0,1,1.208591
-10.0,1,1.209114
-10.0,1,1.209611
-10.0,1,1.210103
-10.0,1,1.210598
-10.0,1,1.211082
-10.0,1,1.211542
-10.0,1,1.212011
-10.0,1,1.21246
-10.0,1,1.212919
-10.0,1,1.213435
-10.0,1,1.213906
-10.0,1,1.21437
-10.0,1,1.214885
-9.99,2,1.215868
-10.0,1,1.216319
-10.0,1,1.216799
-9.99,2,1.217701
-10.0,1,1.218157
-10.0,1,1.218647
-10.0,1,1.219166
-10.0,1,1.219709
-10.0,1,1.220258
-10.0,1,1.220726
-10.0,1,1.221165
-10.0,1,1.221607
-9.99,2,1.222476
-10.0,1,1.222922
-9.99,2,1.223784
-10.0,1,1.224226
-10.0,1,1.224682
-10.0,1,1.225134
-10.0,1,1.225581
-10.0,1,1.226031
-10.0,1,1.226468
-10.0,1,1.226908
-10.0,1,1.22738
-10.0,1,1.227886
-10.0,1,1.228328
-10.0,1,1.228774
-10.0,1,1.229226
-10.0,1,1.229678
-10.0,1,1.230189
-10.0,1,1.230651
-10.0,1,1.231115
-10.0,1,1.231602
-10.0,1,1.232066
-10.0,1,1.232613
-10.0,1,1.23314
-10.0,1,1.233622
-10.0,1,1.234134
-9.99,2,1.235057
-10.0,1,1.235515
-10.0,1,1.235974
-10.0,1,1.23642
-10.0,1,1.236871
-10.0,1,1.237319
-10.0,1,1.237765
-10.0,1,1.238262
-10.0,1,1.238777
-10.0,1,1.239288
-10.0,1,1.239793
-9.99,2,1.24074
-10.0,1,1.241178
-10.0,1,1.241613
-10.0,1,1.242048
-10.0,1,1.242519
-10.0,1,1.24296
-9.99,2,1.243917
-10.0,1,1.244354
-10.0,1,1.244804
-10.0,1,1.245237
-10.0,1,1.245672
-10.0,1,1.246107
-10.0,1,1.246571
-10.0,1,1.247044
-10.0,1,1.247515
-10.0,1,1.247989
-10.0,1,1.248499
-10.0,1,1.248982
-10.0,1,1.249554
-10.0,1,1.250047
-10.0,1,1.250551
-10.0,1,1.251039
-10.0,1,1.251496
-10.0,1,1.251952
-10.0,1,1.252398
-10.0,1,1.252869
-10.0,1,1.253324
-10.0,1,1.253781
-10.0,1,1.254229
-9.99,2,1.255165
-10.0,1,1.255632
-10.0,1,1.256094
-10.0,1,1.256843
-10.0,1,1.257392
-10.0,1,1.257908
-10.0,1,1.258485
-10.0,1,1.259028
-10.0,1,1.259566
-10.0,1,1.260129
-10.0,1,1.260642
-10.0,1,1.261097
-10.0,1,1.261537
-10.0,1,1.261976
-10.0,1,1.262415
-10.0,1,1.262885
-10.0,1,1.26334
-10.0,1,1.26378
-10.0,1,1.264219
-10.0,1,1.26465
-10.0,1,1.265089
-10.0,1,1.265529
-10.0,1,1.265968
-10.0,1,1.266407
-9.99,2,1.267412
-10.0,1,1.267983
-10.0,1,1.268484
-10.0,1,1.268967
-10.0,1,1.26943
-10.0,1,1.269882
-10.0,1,1.270339
-10.0,1,1.27078
-10.0,1,1.271219
-10.0,1,1.271693
-10.0,1,1.272181
-10.0,1,1.272656
-10.0,1,1.273284
-10.0,1,1.273789
-10.0,1,1.274252
-10.0,1,1.274719
-10.0,1,1.275169
-10.0,1,1.275621
-10.0,1,1.276082
-10.0,1,1.276542
-10.0,1,1.277013
-10.0,1,1.277468
-10.0,1,1.277899
-10.0,1,1.278424
-10.0,1,1.27901
-10.0,1,1.279546
-10.0,1,1.280069
-10.0,1,1.280562
-10.0,1,1.281007
-10.0,1,1.281442
-10.0,1,1.281906
-10.0,1,1.282332
-10.0,1,1.282789
-10.0,1,1.28331
-10.0,1,1.283781
-10.0,1,1.284215
-9.99,2,1.285076
-10.0,1,1.285553
-10.0,1,1.285998
-9.99,2,1.286875
-10.0,1,1.287319
-10.0,1,1.287761
-10.0,1,1.288265
-10.0,1,1.288937
-10.0,1,1.289473
-10.0,1,1.290048
-10.0,1,1.290552
-10.0,1,1.29104
-10.0,1,1.29152
-10.0,1,1.292005
-10.0,1,1.292475
-10.0,1,1.292921
-10.0,1,1.293371
-10.0,1,1.293838
-10.0,1,1.294273
-10.0,1,1.29471
-10.0,1,1.295142
-10.0,1,1.295581
-10.0,1,1.296044
-10.0,1,1.296496
-10.0,1,1.296938
-10.0,1,1.297369
-9.99,2,1.29827
-10.0,1,1.298809
-10.0,1,1.299445
-10.0,1,1.299911
-10.0,1,1.300345
-10.0,1,1.300813
-10.0,1,1.30125
-10.0,1,1.301711
-10.0,1,1.302158
-10.0,1,1.302596
-10.0,1,1.30303
-10.0,1,1.30348
-10.0,1,1.303922
-10.0,1,1.304361
-10.0,1,1.304798
-10.0,1,1.305255
-10.0,1,1.305687
-10.0,1,1.306125
-10.0,1,1.306557
-10.0,1,1.306988
-9.99,2,1.307852
-10.0,1,1.308298
-10.0,1,1.308736
-10.0,1,1.309526
-10.0,1,1.310088
-10.0,1,1.310582
-10.0,1,1.311062
-10.0,1,1.311516
-10.0,1,1.311969
-10.0,1,1.312404
-10.0,1,1.312857
-10.0,1,1.313363
-10.0,1,1.313869
-10.0,1,1.31434
-10.0,1,1.314917
-10.0,1,1.315471
-10.0,1,1.31596
-10.0,1,1.316415
-10.0,1,1.316868
-10.0,1,1.317319
-10.0,1,1.317775
-10.0,1,1.318276
-10.0,1,1.318808
-10.0,1,1.319335
-9.98,3,1.320892
-10.0,1,1.32135
-10.0,1,1.321804
-10.0,1,1.322247
-10.0,1,1.322685
-10.0,1,1.323119
-10.0,1,1.323552
-10.0,1,1.323988
-10.0,1,1.324449
-10.0,1,1.324889
-10.0,1,1.325325
-10.0,1,1.325767
-10.0,1,1.32632
-10.0,1,1.326908
-10.0,1,1.327418
-10.0,1,1.3279
-10.0,1,1.328378
-10.0,1,1.328837
-10.0,1,1.329312
-9.99,2,1.330261
-10.0,1,1.330755
-10.0,1,1.331236
-10.0,1,1.331859
-10.0,1,1.332299
-10.0,1,1.332739
-10.0,1,1.333168
-9.99,2,1.334039
-10.0,1,1.334474
-10.0,1,1.334909
-10.0,1,1.335348
-10.0,1,1.335779
-10.0,1,1.336354
-10.0,1,1.336908
-10.0,1,1.3374
-10.0,1,1.337866
-10.0,1,1.338387
-10.0,1,1.338876
-9.99,2,1.339895
-10.0,1,1.340435
-10.0,1,1.340916
-10.0,1,1.341353
-10.0,1,1.341789
-10.0,1,1.342219
-10.0,1,1.342669
-10.0,1,1.343093
-10.0,1,1.343544
-10.0,1,1.344053
-10.0,1,1.344573
-10.0,1,1.345035
-10.0,1,1.345496
-10.0,1,1.345981
-10.0,1,1.346451
-10.0,1,1.346932
-10.0,1,1.347412
-10.0,1,1.347874
-10.0,1,1.348444
-10.0,1,1.348949
-10.0,1,1.349453
-10.0,1,1.349901
-10.0,1,1.350369
-10.0,1,1.350832
-10.0,1,1.351284
-10.0,1,1.351725
-10.0,1,1.352168
-10.0,1,1.352626
-10.0,1,1.353089
-10.0,1,1.353526
-10.0,1,1.353984
-10.0,1,1.354423
-10.0,1,1.354901
-10.0,1,1.355361
-10.0,1,1.355833
-10.0,1,1.356332
-10.0,1,1.356847
-10.0,1,1.357349
-10.0,1,1.357827
-10.0,1,1.358303
-10.0,1,1.358849
-9.99,2,1.359917
-9.99,2,1.360841
-10.0,1,1.361283
-10.0,1,1.361723
-10.0,1,1.362173
-10.0,1,1.362641
-10.0,1,1.363089
-10.0,1,1.363526
-10.0,1,1.363962
-10.0,1,1.364399
-9.99,2,1.365254
-9.99,2,1.366105
-10.0,1,1.36655
-9.99,2,1.367484
-10.0,1,1.368081
-10.0,1,1.36856
-10.0,1,1.369012
-10.0,1,1.369454
-10.0,1,1.369901
-10.0,1,1.370345
-9.99,2,1.371212
-10.0,1,1.37173
-10.0,1,1.372204
-10.0,1,1.372669
-10.0,1,1.37316
-9.99,2,1.374106
-10.0,1,1.374575
-10.0,1,1.375016
-10.0,1,1.375479
-10.0,1,1.375918
-10.0,1,1.376373
-10.0,1,1.37682
-10.0,1,1.377256
-9.99,2,1.378127
-10.0,1,1.378614
-9.99,2,1.379635
-10.0,1,1.380142
-10.0,1,1.380595
-10.0,1,1.381046
-10.0,1,1.38147
-9.99,2,1.382317
-10.0,1,1.38275
-10.0,1,1.383184
-10.0,1,1.383614
-10.0,1,1.384068
-10.0,1,1.384502
-10.0,1,1.38495
-10.0,1,1.385465
-10.0,1,1.385916
-10.0,1,1.386346
-10.0,1,1.386779
-10.0,1,1.387214
-10.0,1,1.387651
-10.0,1,1.388099
-9.99,2,1.389033
-10.0,1,1.389503
-10.0,1,1.390119
-10.0,1,1.390655
-10.0,1,1.391153
-10.0,1,1.391596
-10.0,1,1.392051
-10.0,1,1.392517
-10.0,1,1.392971
-10.0,1,1.39341
-10.0,1,1.393848
-10.0,1,1.394285
-10.0,1,1.394741
-10.0,1,1.395181
-10.0,1,1.395617
-10.0,1,1.396069
-10.0,1,1.396547
-10.0,1,1.397058
-10.0,1,1.397549
-10.0,1,1.398064
-10.0,1,1.398552
-10.0,1,1.399113
-10.0,1,1.399643
-10.0,1,1.400235
-10.0,1,1.400773
-10.0,1,1.401228
-10.0,1,1.401676
-10.0,1,1.402118
-10.0,1,1.402573
-10.0,1,1.403013
-10.0,1,1.403454
-10.0,1,1.403889
-10.0,1,1.404348
-10.0,1,1.404784
-10.0,1,1.405219
-10.0,1,1.405654
-10.0,1,1.406088
-10.0,1,1.406524
-10.0,1,1.406965
-10.0,1,1.407402
-10.0,1,1.407836
-10.0,1,1.408268
-10.0,1,1.40872
-10.0,1,1.409167
-10.0,1,1.409599
-10.0,1,1.410031
-10.0,1,1.410477
-10.0,1,1.411001
-10.0,1,1.411488
-10.0,1,1.411956
-10.0,1,1.41242
-9.99,2,1.413388
-10.0,1,1.413859
-10.0,1,1.414322
-10.0,1,1.414917
-9.99,2,1.415861
-10.0,1,1.41631
-10.0,1,1.416752
-10.0,1,1.41721
-10.0,1,1.417663
-10.0,1,1.418133
-10.0,1,1.418578
-10.0,1,1.419021
-10.0,1,1.419466
-10.0,1,1.419913
-10.0,1,1.420349
-10.0,1,1.420966
-10.0,1,1.421532
-10.0,1,1.42202
-10.0,1,1.422498
-10.0,1,1.422989
-10.0,1,1.423519
-10.0,1,1.423966
-10.0,1,1.424389
-9.99,2,1.425246
-10.0,1,1.425684
-10.0,1,1.426135
-10.0,1,1.426559
-9.99,2,1.427417
-10.0,1,1.427856
-10.0,1,1.428283
-10.0,1,1.428717
-10.0,1,1.429154
-10.0,1,1.429588
-10.0,1,1.43003
-10.0,1,1.430464
-10.0,1,1.431113
-10.0,1,1.431708
-10.0,1,1.432284
-10.0,1,1.432799
-10.0,1,1.433259
-10.0,1,1.433733
-10.0,1,1.434187
-10.0,1,1.434638
-10.0,1,1.435101
-10.0,1,1.435545
-10.0,1,1.435997
-10.0,1,1.436449
-10.0,1,1.436931
-10.0,1,1.437426
-10.0,1,1.437884
-10.0,1,1.438356
-10.0,1,1.438869
-10.0,1,1.439372
-10.0,1,1.439897
-10.0,1,1.440406
-10.0,1,1.440857
-10.0,1,1.441297
-10.0,1,1.441757
-9.99,2,1.44265
-10.0,1,1.443108
-10.0,1,1.443551
-10.0,1,1.444014
-10.0,1,1.444528
-10.0,1,1.44501
-10.0,1,1.445467
-10.0,1,1.445921
-10.0,1,1.446399
-10.0,1,1.446885
-10.0,1,1.447354
-10.0,1,1.447819
-10.0,1,1.448419
-10.0,1,1.44887
-10.0,1,1.449315
-10.0,1,1.449754
-10.0,1,1.450182
-10.0,1,1.450623
-10.0,1,1.451097
-10.0,1,1.451532
