#{"t_start": 1772940470.289312, "env_id": "None"}
r,l,t
-10.0,1,0.611912
-10.0,1,0.612327
-10.0,1,0.612741
-10.0,1,0.613156
-10.0,1,0.613568
-10.0,1,0.613982
-10.0,1,0.614393
-10.0,1,0.614806
-9.99,2,0.615643
-10.0,1,0.616063
-10.0,1,0.616478
-10.0,1,0.616894
-10.0,1,0.617308
-10.0,1,0.617765
-10.0,1,0.618329
-10.0,1,0.618772
-10.0,1,0.619208
-10.0,1,0.619648
-10.0,1,0.620077
-10.0,1,0.62051
-10.0,1,0.620925
-10.0,1,0.621345
-10.0,1,0.621768
-10.0,1,0.622187
-10.0,1,0.622603
-10.0,1,0.623034
-10.0,1,0.623461
-10.0,1,0.623892
-10.0,1,0.624331
-10.0,1,0.624764
-10.0,1,0.62519
-10.0,1,0.625612
-10.0,1,0.626033
-10.0,1,0.626453
-9.99,2,0.627321
-9.99,2,0.628434
-9.99,2,0.62936
-10.0,1,0.62979
-10.0,1,0.630222
-10.0,1,0.630647
-10.0,1,0.631081
-9.99,2,0.631988
-10.0,1,0.632519
-10.0,1,0.633093
-10.0,1,0.63355
-10.0,1,0.633999
-10.0,1,0.63446
-10.0,1,0.634897
-10.0,1,0.635339
-10.0,1,0.635761
-10.0,1,0.63618
-10.0,1,0.636606
-10.0,1,0.637032
-10.0,1,0.637469
-10.0,1,0.63789
-10.0,1,0.638307
-10.0,1,0.638724
-10.0,1,0.639146
-9.99,2,0.639996
-10.0,1,0.640418
-10.0,1,0.640835
-10.0,1,0.641252
-10.0,1,0.641684
-9.99,2,0.642506
-10.0,1,0.642931
-10.0,1,0.643403
-10.0,1,0.643847
-10.0,1,0.644278
-10.0,1,0.644716
-10.0,1,0.645135
-10.0,1,0.645554
-10.0,1,0.645989
-10.0,1,0.646408
-10.0,1,0.646833
-10.0,1,0.647251
-10.0,1,0.647683
-10.0,1,0.648114
-10.0,1,0.648534
-10.0,1,0.648956
-10.0,1,0.649394
-10.0,1,0.649811
-10.0,1,0.650245
-10.0,1,0.650664
-10.0,1,0.651111
-10.0,1,0.651543
-10.0,1,0.652002
-10.0,1,0.652431
-10.0,1,0.652857
-10.0,1,0.653277
-10.0,1,0.653693
-10.0,1,0.654126
-10.0,1,0.654564
-10.0,1,0.654978
-10.0,1,0.655393
-10.0,1,0.65581
-9.99,2,0.656633
-10.0,1,0.657058
-10.0,1,0.657474
-10.0,1,0.657893
-10.0,1,0.658306
-10.0,1,0.658741
-10.0,1,0.659329
-10.0,1,0.659787
-10.0,1,0.660219
-10.0,1,0.660634
-10.0,1,0.661053
-10.0,1,0.661467
-10.0,1,0.661883
-10.0,1,0.662294
-10.0,1,0.66271
-10.0,1,0.663148
-10.0,1,0.663566
-10.0,1,0.663988
-10.0,1,0.664406
-10.0,1,0.664818
-10.0,1,0.66523
-10.0,1,0.665635
-10.0,1,0.666039
-10.0,1,0.666446
-10.0,1,0.666858
-10.0,1,0.66728
-10.0,1,0.667693
-10.0,1,0.66811
-10.0,1,0.668552
-10.0,1,0.669089
-10.0,1,0.669669
-10.0,1,0.67014
-10.0,1,0.670581
-9.99,2,0.671424
-10.0,1,0.671878
-10.0,1,0.672312
-10.0,1,0.672757
-10.0,1,0.673185
-10.0,1,0.67361
-10.0,1,0.67403
-10.0,1,0.674447
-10.0,1,0.674868
-10.0,1,0.675292
-10.0,1,0.675711
-10.0,1,0.676168
-10.0,1,0.676586
-10.0,1,0.677008
-10.0,1,0.677446
-10.0,1,0.67787
-10.0,1,0.678287
-10.0,1,0.678709
-10.0,1,0.679132
-10.0,1,0.679548
-10.0,1,0.679967
-10.0,1,0.680401
-10.0,1,0.680828
-10.0,1,0.68126
-10.0,1,0.681674
-10.0,1,0.682089
-10.0,1,0.682505
-10.0,1,0.682922
-10.0,1,0.683336
-10.0,1,0.683752
-10.0,1,0.684169
-10.0,1,0.684618
-10.0,1,0.685036
-9.99,2,0.68589
-10.0,1,0.686307
-10.0,1,0.686727
-10.0,1,0.687144
-10.0,1,0.687557
-10.0,1,0.687971
-10.0,1,0.688386
-10.0,1,0.688828
-10.0,1,0.689252
-10.0,1,0.689675
-10.0,1,0.690101
-10.0,1,0.690514
-10.0,1,0.69093
-10.0,1,0.691346
-10.0,1,0.691764
-10.0,1,0.692176
-10.0,1,0.692588
-10.0,1,0.693029
-10.0,1,0.693444
-10.0,1,0.693861
-10.0,1,0.694274
-10.0,1,0.694686
-10.0,1,0.695097
-10.0,1,0.695508
-9.99,2,0.696326
-10.0,1,0.696746
-10.0,1,0.697181
-9.99,2,0.698003
-10.0,1,0.698425
-10.0,1,0.698841
-10.0,1,0.69926
-10.0,1,0.699674
-10.0,1,0.70009
-10.0,1,0.700582
-10.0,1,0.70111
-10.0,1,0.701569
-10.0,1,0.702027
-10.0,1,0.702485
-10.0,1,0.702909
-10.0,1,0.703329
-10.0,1,0.703747
-10.0,1,0.70417
-9.99,2,0.704991
-10.0,1,0.705413
-10.0,1,0.705848
-10.0,1,0.706268
-9.99,2,0.707097
-10.0,1,0.707523
-10.0,1,0.707944
-10.0,1,0.708363
-10.0,1,0.708784
-10.0,1,0.709195
-10.0,1,0.709617
-10.0,1,0.710052
-10.0,1,0.710487
-10.0,1,0.710911
-10.0,1,0.711332
-10.0,1,0.711751
-10.0,1,0.712166
-10.0,1,0.712578
-10.0,1,0.712993
-10.0,1,0.713407
-10.0,1,0.713816
-10.0,1,0.714252
-10.0,1,0.714689
-10.0,1,0.715103
-10.0,1,0.715522
-10.0,1,0.715932
-10.0,1,0.716342
-10.0,1,0.716753
-10.0,1,0.717161
-10.0,1,0.717581
-10.0,1,0.718011
-10.0,1,0.718443
-10.0,1,0.718886
-10.0,1,0.719333
-10.0,1,0.719749
-10.0,1,0.720154
-10.0,1,0.720567
-10.0,1,0.720981
-10.0,1,0.721392
-10.0,1,0.721807
-10.0,1,0.722221
-10.0,1,0.722658
-10.0,1,0.723083
-10.0,1,0.723495
-10.0,1,0.723906
-10.0,1,0.724319
-9.99,2,0.725128
-10.0,1,0.725546
-10.0,1,0.725973
-10.0,1,0.726455
-10.0,1,0.726899
-10.0,1,0.727361
-10.0,1,0.727788
-10.0,1,0.728203
-10.0,1,0.72864
-10.0,1,0.729056
-10.0,1,0.729472
-10.0,1,0.729888
-10.0,1,0.730314
-10.0,1,0.730745
-10.0,1,0.731182
-10.0,1,0.731601
-10.0,1,0.732015
-10.0,1,0.732431
-10.0,1,0.732845
-10.0,1,0.73326
-10.0,1,0.733674
-10.0,1,0.734149
-10.0,1,0.734603
-10.0,1,0.735016
-10.0,1,0.735469
-10.0,1,0.735905
-10.0,1,0.736319
-10.0,1,0.736732
-10.0,1,0.737152
-10.0,1,0.737578
-10.0,1,0.737989
-10.0,1,0.738402
-10.0,1,0.738815
-10.0,1,0.739242
-10.0,1,0.739668
-10.0,1,0.74009
-10.0,1,0.740506
-10.0,1,0.74092
-10.0,1,0.741332
-10.0,1,0.741744
-10.0,1,0.742158
-10.0,1,0.742583
-10.0,1,0.743013
-10.0,1,0.743425
-10.0,1,0.743856
-10.0,1,0.744281
-10.0,1,0.744694
-10.0,1,0.745105
-10.0,1,0.745519
-10.0,1,0.745931
-10.0,1,0.746346
-9.99,2,0.747166
-10.0,1,0.747585
-10.0,1,0.748024
-10.0,1,0.748442
-10.0,1,0.748853
-10.0,1,0.749263
-10.0,1,0.749678
-10.0,1,0.750089
-10.0,1,0.750499
-10.0,1,0.750909
-10.0,1,0.751331
-10.0,1,0.751749
-10.0,1,0.752186
-10.0,1,0.752611
-9.99,2,0.753438
-10.0,1,0.753851
-10.0,1,0.754268
-10.0,1,0.754679
-10.0,1,0.75509
-10.0,1,0.755504
-10.0,1,0.755926
-10.0,1,0.756365
-10.0,1,0.756776
-10.0,1,0.757187
-10.0,1,0.757598
-9.99,2,0.758404
-10.0,1,0.758819
-10.0,1,0.759237
-10.0,1,0.75968
-10.0,1,0.760117
-10.0,1,0.760577
-10.0,1,0.76102
-10.0,1,0.76144
-10.0,1,0.761854
-10.0,1,0.762271
-10.0,1,0.762699
-10.0,1,0.763111
-10.0,1,0.763523
-10.0,1,0.763936
-10.0,1,0.764365
-10.0,1,0.764854
-10.0,1,0.765314
-10.0,1,0.765753
-10.0,1,0.766191
-10.0,1,0.766608
-10.0,1,0.767024
-10.0,1,0.767465
-9.99,2,0.768355
-10.0,1,0.768807
-10.0,1,0.769251
-10.0,1,0.769676
-10.0,1,0.770092
-10.0,1,0.770512
-10.0,1,0.770943
-10.0,1,0.771361
-10.0,1,0.771775
-10.0,1,0.772205
-10.0,1,0.772618
-10.0,1,0.773158
-10.0,1,0.773656
-10.0,1,0.774105
-9.99,2,0.77497
-10.0,1,0.7754
-9.99,2,0.776246
-10.0,1,0.776671
-9.99,2,0.777541
-10.0,1,0.778016
-10.0,1,0.778449
-10.0,1,0.778871
-10.0,1,0.779304
-10.0,1,0.779719
-10.0,1,0.780135
-10.0,1,0.78055
-10.0,1,0.780962
-10.0,1,0.78148
-10.0,1,0.78196
-10.0,1,0.782451
-10.0,1,0.783069
-10.0,1,0.783505
-10.0,1,0.783922
-10.0,1,0.784333
-10.0,1,0.78479
-10.0,1,0.785223
-10.0,1,0.785653
-10.0,1,0.78607
-10.0,1,0.786481
-10.0,1,0.786913
-10.0,1,0.787504
-10.0,1,0.788008
-10.0,1,0.788448
-10.0,1,0.788874
-10.0,1,0.789306
-10.0,1,0.789814
-10.0,1,0.790271
-10.0,1,0.790722
-10.0,1,0.791405
-10.0,1,0.79194
-10.0,1,0.792419
-10.0,1,0.792868
-10.0,1,0.793351
-10.0,1,0.793789
-10.0,1,0.794221
-10.0,1,0.794655
-10.0,1,0.795083
-10.0,1,0.795506
-10.0,1,0.795934
-9.99,2,0.796833
-10.0,1,0.797428
-10.0,1,0.798001
-9.99,2,0.798858
-10.0,1,0.799288
-10.0,1,0.799703
-10.0,1,0.80012
-10.0,1,0.800547
-10.0,1,0.801016
-10.0,1,0.801448
-10.0,1,0.801864
-10.0,1,0.802316
-9.99,2,0.803145
-10.0,1,0.803563
-9.99,2,0.804374
-10.0,1,0.804792
-10.0,1,0.805226
-10.0,1,0.805641
-10.0,1,0.806054
-10.0,1,0.806467
-10.0,1,0.806885
-10.0,1,0.807491
-10.0,1,0.808011
-10.0,1,0.808435
-10.0,1,0.808847
-10.0,1,0.80926
-10.0,1,0.809706
-10.0,1,0.810125
-10.0,1,0.810538
-10.0,1,0.810944
-10.0,1,0.811356
-10.0,1,0.81177
-10.0,1,0.812198
-10.0,1,0.812609
-10.0,1,0.813027
-10.0,1,0.813447
-10.0,1,0.813906
-9.99,2,0.814739
-10.0,1,0.815156
-10.0,1,0.815596
-10.0,1,0.816011
-10.0,1,0.816429
-10.0,1,0.816866
-10.0,1,0.817298
-10.0,1,0.817711
-10.0,1,0.818163
-10.0,1,0.818594
-10.0,1,0.81903
-9.99,2,0.819846
-10.0,1,0.820263
-10.0,1,0.820678
-10.0,1,0.821093
-10.0,1,0.821507
-10.0,1,0.821921
-9.99,2,0.822742
-10.0,1,0.823159
-10.0,1,0.823579
-10.0,1,0.823997
-10.0,1,0.824439
-10.0,1,0.824865
-10.0,1,0.825278
-10.0,1,0.825692
-10.0,1,0.826107
-10.0,1,0.826535
-10.0,1,0.82696
-10.0,1,0.827735
-10.0,1,0.828283
-10.0,1,0.828755
-10.0,1,0.829214
-10.0,1,0.829663
-10.0,1,0.830097
-10.0,1,0.830676
-10.0,1,0.831219
-10.0,1,0.831715
-10.0,1,0.832191
-10.0,1,0.832709
-10.0,1,0.833222
-9.99,2,0.834118
-10.0,1,0.834593
-10.0,1,0.83503
-10.0,1,0.835479
-10.0,1,0.835904
-10.0,1,0.836346
-10.0,1,0.83677
-10.0,1,0.837202
-10.0,1,0.837631
-10.0,1,0.838049
-10.0,1,0.838483
-10.0,1,0.839022
-10.0,1,0.839499
-10.0,1,0.83995
-10.0,1,0.840397
-10.0,1,0.841029
-10.0,1,0.841526
-10.0,1,0.841959
-10.0,1,0.842378
-10.0,1,0.842822
-10.0,1,0.84326
-10.0,1,0.843711
-10.0,1,0.844128
-10.0,1,0.844547
-9.99,2,0.845402
-10.0,1,0.845824
-10.0,1,0.846245
-10.0,1,0.846655
-10.0,1,0.847066
-10.0,1,0.847477
-10.0,1,0.847898
-10.0,1,0.848327
-10.0,1,0.84902
-10.0,1,0.849587
-10.0,1,0.850163
-10.0,1,0.85066
-10.0,1,0.851149
-10.0,1,0.851593
-10.0,1,0.852066
-10.0,1,0.852523
-10.0,1,0.852955
-10.0,1,0.853384
-10.0,1,0.853807
-10.0,1,0.854245
-10.0,1,0.854689
-10.0,1,0.855158
-10.0,1,0.855603
-10.0,1,0.856104
-10.0,1,0.856588
-10.0,1,0.857078
-10.0,1,0.857637
-10.0,1,0.858153
-10.0,1,0.858619
-10.0,1,0.859094
-10.0,1,0.85958
-10.0,1,0.860025
-10.0,1,0.860477
-10.0,1,0.860907
-10.0,1,0.861338
-10.0,1,0.861773
-9.99,2,0.862641
-10.0,1,0.863107
-10.0,1,0.863568
-9.99,2,0.864596
-10.0,1,0.865055
-10.0,1,0.865495
-10.0,1,0.865924
-10.0,1,0.866336
-10.0,1,0.866753
-10.0,1,0.867157
-10.0,1,0.867565
-10.0,1,0.867981
-10.0,1,0.868412
-10.0,1,0.86882
-10.0,1,0.86924
-10.0,1,0.869654
-10.0,1,0.870094
-10.0,1,0.870523
-10.0,1,0.870944
-10.0,1,0.871347
-10.0,1,0.871761
-10.0,1,0.872174
-10.0,1,0.872607
-10.0,1,0.873165
-10.0,1,0.873778
-10.0,1,0.874256
-9.99,2,0.875184
-10.0,1,0.87563
-10.0,1,0.876172
-10.0,1,0.876602
-10.0,1,0.877043
-10.0,1,0.877486
-10.0,1,0.877916
-10.0,1,0.878378
-10.0,1,0.878824
-10.0,1,0.879251
-10.0,1,0.879667
-10.0,1,0.880075
-10.0,1,0.880491
-10.0,1,0.880934
-10.0,1,0.881377
-10.0,1,0.881815
-10.0,1,0.882243
-10.0,1,0.882688
-10.0,1,0.883289
-10.0,1,0.883876
-9.99,2,0.884856
-10.0,1,0.885327
-10.0,1,0.885769
-10.0,1,0.886208
-10.0,1,0.886666
-10.0,1,0.887094
-10.0,1,0.887516
-10.0,1,0.887937
-10.0,1,0.888356
-10.0,1,0.888775
-10.0,1,0.889365
-10.0,1,0.889963
-10.0,1,0.890507
-10.0,1,0.891067
-10.0,1,0.891552
-10.0,1,0.891973
-10.0,1,0.892394
-10.0,1,0.892849
-10.0,1,0.893358
-10.0,1,0.893863
-10.0,1,0.894309
-10.0,1,0.894738
-10.0,1,0.895161
-10.0,1,0.895617
-9.98,3,0.896963
-10.0,1,0.897505
-10.0,1,0.897955
-10.0,1,0.898381
-10.0,1,0.898805
-10.0,1,0.899226
-10.0,1,0.899638
-10.0,1,0.900057
-10.0,1,0.900487
-10.0,1,0.900903
-10.0,1,0.901338
-10.0,1,0.901749
-10.0,1,0.902202
-10.0,1,0.902642
-10.0,1,0.903082
-10.0,1,0.903525
-10.0,1,0.904202
-10.0,1,0.904701
-10.0,1,0.90518
-9.99,2,0.906067
-10.0,1,0.906513
-10.0,1,0.906948
-10.0,1,0.907381
-10.0,1,0.907813
-10.0,1,0.908236
-10.0,1,0.908655
-9.99,2,0.909489
-10.0,1,0.909912
-10.0,1,0.91033
-10.0,1,0.91075
-10.0,1,0.911169
-10.0,1,0.911585
-10.0,1,0.912001
-10.0,1,0.912416
-10.0,1,0.912832
-10.0,1,0.913251
-10.0,1,0.913681
-9.99,2,0.915004
-10.0,1,0.915558
-10.0,1,0.916161
-10.0,1,0.916611
-10.0,1,0.917059
-10.0,1,0.917506
-10.0,1,0.917932
-10.0,1,0.918373
-10.0,1,0.918803
-10.0,1,0.919234
-10.0,1,0.919655
-10.0,1,0.920063
-10.0,1,1.09951
-10.0,1,1.100125
-10.0,1,1.100605
-10.0,1,1.101056
-10.0,1,1.101515
-10.0,1,1.101965
-10.0,1,1.102431
-10.0,1,1.102869
-10.0,1,1.103301
-10.0,1,1.103726
-10.0,1,1.104152
-10.0,1,1.104571
-10.0,1,1.104996
-10.0,1,1.10541
-10.0,1,1.10583
-10.0,1,1.106243
-10.0,1,1.106678
-10.0,1,1.107101
-10.0,1,1.107533
-10.0,1,1.107956
-10.0,1,1.108372
-10.0,1,1.108796
-10.0,1,1.109231
-10.0,1,1.109649
-10.0,1,1.110077
-10.0,1,1.110514
-10.0,1,1.11097
-10.0,1,1.111377
-10.0,1,1.111797
-9.99,2,1.112653
-9.99,2,1.113483
-10.0,1,1.113907
-10.0,1,1.114334
-10.0,1,1.114764
-10.0,1,1.115202
-9.99,2,1.116021
-10.0,1,1.116445
-10.0,1,1.116863
-9.99,2,1.117686
-9.99,2,1.118511
-10.0,1,1.118953
-9.99,2,1.119786
-10.0,1,1.120208
-10.0,1,1.120626
-10.0,1,1.121085
-10.0,1,1.121825
-10.0,1,1.122356
-10.0,1,1.122832
-9.99,2,1.123715
-10.0,1,1.124182
-10.0,1,1.124612
-10.0,1,1.125034
-10.0,1,1.125451
-9.99,2,1.126286
-10.0,1,1.126706
-10.0,1,1.127125
-10.0,1,1.127566
-10.0,1,1.127989
-10.0,1,1.128424
-10.0,1,1.128834
-10.0,1,1.129252
-9.99,2,1.130079
-10.0,1,1.130498
-9.99,2,1.131455
-10.0,1,1.131984
-10.0,1,1.13243
-10.0,1,1.132885
-10.0,1,1.133314
-9.99,2,1.134174
-10.0,1,1.134618
-10.0,1,1.135044
-10.0,1,1.135469
-10.0,1,1.135907
-10.0,1,1.136314
-10.0,1,1.136725
-9.99,2,1.137552
-10.0,1,1.13797
-10.0,1,1.138385
-10.0,1,1.138799
-10.0,1,1.139232
-10.0,1,1.139644
-9.99,2,1.140467
-10.0,1,1.140885
-10.0,1,1.141323
-10.0,1,1.141739
-10.0,1,1.142161
-10.0,1,1.142579
-10.0,1,1.142993
-10.0,1,1.143403
-10.0,1,1.143818
-10.0,1,1.144236
-10.0,1,1.144649
-10.0,1,1.145062
-10.0,1,1.145495
-10.0,1,1.145914
-10.0,1,1.14633
-10.0,1,1.146912
-10.0,1,1.147486
-10.0,1,1.147977
-10.0,1,1.148445
-10.0,1,1.148902
-10.0,1,1.149365
-10.0,1,1.149807
-10.0,1,1.150268
-10.0,1,1.150698
-10.0,1,1.151131
-10.0,1,1.151552
-10.0,1,1.151993
-10.0,1,1.152431
-10.0,1,1.152862
-10.0,1,1.153278
-10.0,1,1.153694
-10.0,1,1.154116
-10.0,1,1.154557
-10.0,1,1.154996
-10.0,1,1.155454
-10.0,1,1.155886
-10.0,1,1.156312
-10.0,1,1.156962
-10.0,1,1.157776
-10.0,1,1.158363
-10.0,1,1.158834
-10.0,1,1.159324
-10.0,1,1.159832
-10.0,1,1.160272
-10.0,1,1.160709
-10.0,1,1.161143
-10.0,1,1.16157
-10.0,1,1.161986
-10.0,1,1.162411
-10.0,1,1.162851
-10.0,1,1.163275
-9.99,2,1.164171
-10.0,1,1.16463
-10.0,1,1.165078
-10.0,1,1.165523
-9.99,2,1.166654
-9.99,2,1.167631
-10.0,1,1.168084
-10.0,1,1.168533
-10.0,1,1.168996
-10.0,1,1.169431
-10.0,1,1.169864
-10.0,1,1.170293
-10.0,1,1.170721
-10.0,1,1.171143
-10.0,1,1.171567
-10.0,1,1.171993
-10.0,1,1.172433
-10.0,1,1.172875
-10.0,1,1.173335
-10.0,1,1.173754
-10.0,1,1.174184
-10.0,1,1.174603
-9.99,2,1.175435
-10.0,1,1.175874
-10.0,1,1.176312
-10.0,1,1.176736
-9.99,2,1.177597
-10.0,1,1.178017
-10.0,1,1.17844
-10.0,1,1.178856
-10.0,1,1.179274
-10.0,1,1.179691
-10.0,1,1.180106
-10.0,1,1.18052
-10.0,1,1.180935
-10.0,1,1.181367
-10.0,1,1.181805
-10.0,1,1.182223
-10.0,1,1.182645
-10.0,1,1.183062
-10.0,1,1.183485
-10.0,1,1.183899
-10.0,1,1.184378
-10.0,1,1.184936
-10.0,1,1.185431
-10.0,1,1.185924
-10.0,1,1.186397
-10.0,1,1.186842
-10.0,1,1.187277
-10.0,1,1.187706
-10.0,1,1.188133
-10.0,1,1.188559
-10.0,1,1.188991
-10.0,1,1.189421
-10.0,1,1.189859
-10.0,1,1.190282
-10.0,1,1.190723
-9.99,2,1.191565
-10.0,1,1.191996
-10.0,1,1.192521
-10.0,1,1.192992
-10.0,1,1.193427
-10.0,1,1.193883
-10.0,1,1.194325
-10.0,1,1.19475
-10.0,1,1.195189
-10.0,1,1.195615
-10.0,1,1.196038
-10.0,1,1.196459
-10.0,1,1.196884
-10.0,1,1.197301
-10.0,1,1.197722
-10.0,1,1.198141
-10.0,1,1.198561
-10.0,1,1.198979
-10.0,1,1.199424
-10.0,1,1.199847
-10.0,1,1.200264
-10.0,1,1.200687
-10.0,1,1.201125
